1.000000000000000000e+04 1.134540490528556421e-09 8.814141128926327229e+08
1.009727545900835685e+04 1.188358184893711530e-09 8.414971283169487715e+08
1.019549716950924449e+04 1.244445201422540859e-09 8.035709397704998255e+08
1.029467433620748670e+04 1.302883836922606359e-09 7.675281338680094481e+08
1.039481625334710043e+04 1.363758802658217156e-09 7.332674942598469257e+08
1.049593230558226605e+04 1.427157273658180306e-09 7.006936225302881002e+08
1.059803196885688340e+04 1.493168938312822822e-09 6.697165835300127268e+08
1.070112481129246225e+04 1.561886048239083284e-09 6.402515734918239117e+08
1.080522049408488238e+04 1.633403468391388599e-09 6.122186093952780962e+08
1.091032877240974449e+04 1.707818727395855241e-09 5.855422381535987854e+08
1.101645949633656892e+04 1.785232068084349547e-09 5.601512642964419127e+08
1.112362261175188178e+04 1.865746498204852443e-09 5.359784949145880938e+08
1.123182816129124876e+04 1.949467841283363466e-09 5.129605007188450098e+08
1.134108628528053305e+04 2.036504787612844211e-09 4.910373921448928714e+08
1.145140722268591526e+04 2.126968945343280267e-09 4.701526095100584626e+08
1.156280131207375416e+04 2.220974891647258743e-09 4.502527262963865995e+08
1.167527899257919489e+04 2.318640223934149075e-09 4.312872646982944012e+08
1.178885080488457243e+04 2.420085611086544904e-09 4.132085226319866776e+08
1.190352739220719195e+04 2.525434844690579452e-09 3.959714114590517879e+08
1.201931950129674260e+04 2.634814890233315381e-09 3.795333037272493243e+08
1.213623798344241732e+04 2.748355938237978651e-09 3.638538902792621255e+08
1.225429379548979523e+04 2.866191455308895269e-09 3.488950461239261627e+08
1.237349800086777395e+04 2.988458235056787948e-09 3.346207045055115223e+08
1.249386177062508978e+04 3.115296448874961463e-09 3.209967386446107626e+08
1.261539638447754260e+04 3.246849696536812447e-09 3.079908506595270038e+08
1.273811323186478512e+04 3.383265056584213866e-09 2.955724672100070119e+08
1.286202381301779315e+04 3.524693136476729319e-09 2.837126414356729984e+08
1.298713974003656585e+04 3.671288122470731772e-09 2.723839607900379896e+08
1.311347273797833986e+04 3.823207829197610120e-09 2.615604603974337280e+08
1.324103464595638252e+04 3.980613748910138594e-09 2.512175415848353207e+08
1.336983741824945173e+04 4.143671100365298635e-09 2.413318952635603249e+08
1.349989312542218613e+04 4.312548877312569534e-09 2.318814298571301699e+08
1.363121395545610721e+04 4.487419896555814904e-09 2.228452034915475845e+08
1.376381221489191921e+04 4.668460845557014912e-09 2.142033601827682555e+08
1.389770032998276474e+04 4.855852329550458952e-09 2.059370697734082937e+08
1.403289084785873092e+04 5.049778918135027895e-09 1.980284713868854940e+08
1.416939643770269504e+04 5.250429191313264556e-09 1.904606201821521521e+08
1.430722989193755711e+04 5.457995784945040995e-09 1.832174372062233984e+08
1.444640412742521949e+04 5.672675435584303770e-09 1.762836621547336578e+08
1.458693218667674046e+04 5.894669024666834783e-09 1.696448088629572690e+08
1.472882723907501713e+04 6.124181622017888514e-09 1.632871233610646427e+08
1.487210258210860047e+04 6.361422528647769017e-09 1.571975443380220532e+08
1.501677164261799953e+04 6.606605318804264553e-09 1.513636658684177101e+08
1.516284797805393464e+04 6.859947881250862668e-09 1.457737022657462358e+08
1.531034527774784874e+04 7.121672459739444388e-09 1.404164549343211949e+08
1.545927736419478606e+04 7.392005692647392819e-09 1.352812811000227034e+08
1.560965819434870900e+04 7.671178651748034009e-09 1.303580643076445162e+08
1.576150186093062621e+04 7.959426880085035247e-09 1.256371865796091557e+08
1.591482259374890418e+04 8.256990428920174123e-09 1.211095021374243051e+08
1.606963476103325411e+04 8.564113893726195408e-09 1.167663125933634490e+08
1.622595287078087131e+04 8.881046449194548760e-09 1.125993435256374776e+08
1.638379157211618985e+04 9.208041883230372811e-09 1.086007223556610495e+08
1.654316565666367751e+04 9.545358629906383117e-09 1.047629574510609508e+08
1.670409005993400206e+04 9.893259801347735045e-09 1.010789183827733397e+08
1.686657986272370545e+04 1.025201321852097161e-08 9.754181726896631718e+07
1.703065029252842578e+04 1.062189144090086443e-08 9.414519114264154434e+07
1.719631672497011459e+04 1.100317179498834047e-08 9.088288528363013268e+07
1.736359468523753458e+04 1.139613640165466769e-08 8.774903745929230750e+07
1.753249984954169122e+04 1.180107220228734707e-08 8.473806302161042392e+07
1.770304804658450303e+04 1.221827098371238954e-08 8.184464081153982878e+07
1.787525525904235474e+04 1.264802940187100440e-08 7.906369982442256808e+07
1.804913762506384592e+04 1.309064900422699236e-08 7.639040659306488931e+07
1.822471143978215696e+04 1.354643625088280215e-08 7.382015324767290056e+07
1.840199315684212343e+04 1.401570253438331134e-08 7.134854621427650750e+07
1.858099938994213153e+04 1.449876419818663541e-08 6.897139551556195319e+07
1.876174691439119488e+04 1.499594255378185136e-08 6.668470464017670602e+07
1.894425266868079780e+04 1.550756389643545102e-08 6.448466094857482612e+07
1.912853375607242197e+04 1.603395951954732856e-08 6.236762658536586165e+07
1.931460744620030164e+04 1.657546572760014416e-08 6.033012986988834292e+07
1.950249117668984036e+04 1.713242384768441815e-08 5.836885713839947432e+07
1.969220255479173647e+04 1.770518023958538326e-08 5.648064501281902194e+07
1.988375935903198479e+04 1.829408630441524289e-08 5.466247307244046032e+07
2.007717954087818362e+04 1.889949849177837837e-08 5.291145690638394654e+07
2.027248122642135422e+04 1.952177830545606497e-08 5.122484152586211264e+07
2.046968271807520068e+04 2.016129230759923868e-08 4.959999511653713882e+07
2.066880249629082027e+04 2.081841212141834861e-08 4.803440311238639057e+07
2.086985922128879974e+04 2.149351443235991882e-08 4.652566257356374711e+07
2.107287173480786441e+04 2.218698098776168680e-08 4.507147685174467415e+07
2.127785906187063301e+04 2.289919859497775559e-08 4.366965052739093453e+07
2.148484041256649289e+04 2.363055911796759546e-08 4.231808460425490886e+07
2.169383518385182106e+04 2.438145947234136761e-08 4.101477194728282839e+07
2.190486296136795136e+04 2.515230161885918793e-08 3.975779295085266978e+07
2.211794352127612729e+04 2.594349255537806707e-08 3.854531142503019422e+07
2.233309683211143420e+04 2.675544430724507783e-08 3.737557068821357936e+07
2.255034305665360807e+04 2.758857391613472818e-08 3.624688985519350320e+07
2.276970255381679817e+04 2.844330342732952409e-08 3.515766031027035415e+07
2.299119588055742861e+04 2.932005987544379826e-08 3.410634235564853996e+07
2.321484379380065729e+04 3.021927526859374304e-08 3.309146202587058768e+07
2.344066725238558502e+04 3.114138657101276060e-08 3.211160805957262218e+07
