1982/06/10, 10.730314145132942
1987/04/07, 10.738260516082109
1987/06/25, 10.698703306851632
1987/08/26, 10.7449709341533
1988/04/02, 10.783105790003823
1988/10/22, 10.798116907906321
1989/05/30, 10.758667172839145
1989/09/04, 10.732329285694862
1990/08/22, 10.40245077570866
1991/07/15, 8.742720554695019
1991/08/19, 8.524850274275504
1991/10/12, 8.430689472952217
1991/11/13, 8.303057186895453
1992/04/22, 8.073396990761669
1992/06/29, 8.040764812072227
1992/09/02, 8.022655975317045
1992/11/17, 8.026015662442779
1993/05/01, 8.194516118617804
1993/06/29, 8.172771632432159
1993/08/26, 8.09556152180222
1994/02/17, 8.245581347788388
1994/04/21, 8.349956224906522
1995/04/26, 8.858665025492652
1995/09/04, 9.22720870915392
1996/04/04, 9.299673499617299
1996/07/03, 9.655310543836233
1996/09/27, 9.41866083266343
1997/05/14, 9.735776785757475
1997/08/26, 9.782406802503528
1998/06/06, 10.122344558318067
1998/09/19, 10.211564906697047
1999/04/19, 10.21667832587292
