t,x1,y1,x2,y2,sep
749473.9873987399,0.015601560156015602,-40814204407440.27,-4013779058230.6294,20407102203720.137,2006889529115.3147,61516638671308.83
754278.3078307831,0.0157015701570157,-40811674165615.086,-4039425149730.3794,20405837082807.543,2019712574865.1897,61516638671308.81
759082.6282628262,0.0158015801580158,-40809127808764.42,-4065069646210.063,20404563904382.21,2032534823105.0315,61516638671308.81
763886.9486948694,0.0159015901590159,-40806565337893.74,-4090712537543.616,20403282668946.87,2045356268771.808,61516638671308.81
768691.2691269127,0.016001600160016,-40803986754014.88,-4116353813605.6055,20401993377007.44,2058176906802.8027,61516638671308.8
773495.5895589559,0.016101610161016102,-40801392058146.03,-4141993464271.238,20400696029073.016,2070996732135.619,61516638671308.81
778299.909990999,0.0162016201620162,-40798781251311.73,-4167631479416.3574,20399390625655.863,2083815739708.1787,61516638671308.81
783104.2304230423,0.016301630163016303,-40796154334542.89,-4193267848917.461,20398077167271.445,2096633924458.7305,61516638671308.81
787908.5508550855,0.0164016401640164,-40793511308876.8,-4218902562651.688,20396755654438.4,2109451281325.844,61516638671308.83
792712.8712871287,0.016501650165016504,-40790852175357.06,-4244535610496.838,20395426087678.53,2122267805248.419,61516638671308.81
797517.1917191719,0.0166016601660166,-40788176935033.695,-4270166982331.3623,20394088467516.848,2135083491165.6812,61516638671308.83
802321.5121512151,0.0167016701670167,-40785485588963.05,-4295796668034.38,20392742794481.523,2147898334017.19,61516638671308.81
807125.8325832583,0.0168016801680168,-40782778138207.83,-4321424657485.672,20391389069103.914,2160712328742.836,61516638671308.81
811930.1530153014,0.0169016901690169,-40780054583837.12,-4347050940565.69,20390027291918.56,2173525470282.845,61516638671308.81
816734.4734473447,0.017001700170017005,-40777314926926.336,-4372675507155.5605,20388657463463.168,2186337753577.7803,61516638671308.81
821538.7938793879,0.017101710171017102,-40774559168557.28,-4398298347137.085,20387279584278.64,2199149173568.5425,61516638671308.81
826343.1143114311,0.0172017201720172,-40771787309818.1,-4423919450392.75,20385893654909.05,2211959725196.375,61516638671308.81
831147.4347434744,0.017301730173017303,-40768999351803.3,-4449538806805.729,20384499675901.65,2224769403402.8643,61516638671308.81
835951.7551755175,0.0174017401740174,-40766195295613.73,-4475156406259.877,20383097647806.863,2237578203129.9385,61516638671308.83
840756.0756075607,0.0175017501750175,-40763375142356.62,-4500772238639.752,20381687571178.31,2250386119319.876,61516638671308.81
845560.396039604,0.0176017601760176,-40760538893145.54,-4526386293830.606,20380269446572.77,2263193146915.303,61516638671308.8
850364.7164716471,0.0177017701770177,-40757686549100.42,-4551998561718.392,20378843274550.21,2275999280859.196,61516638671308.83
855169.0369036903,0.0178017801780178,-40754818111347.55,-4577609032189.771,20377409055673.773,2288804516094.8857,61516638671308.81
859973.3573357336,0.017901790179017905,-40751933581019.57,-4603217695132.113,20375966790509.785,2301608847566.0566,61516638671308.83
864777.6777677768,0.018001800180018002,-40749032959255.47,-4628824540433.497,20374516479627.734,2314412270216.7485,61516638671308.81
869581.9981998199,0.0181018101810181,-40746116247200.59,-4654429557982.728,20373058123600.297,2327214778991.364,61516638671308.81
874386.3186318631,0.0182018201820182,-40743183446006.66,-4680032737669.327,20371591723003.33,2340016368834.6636,61516638671308.81
879190.6390639064,0.018301830183018303,-40740234556831.71,-4705634069383.544,20370117278415.855,2352817034691.772,61516638671308.81
883994.9594959496,0.0184018401840184,-40737269580840.16,-4731233543016.354,20368634790420.08,2365616771508.177,61516638671308.83
888799.2799279927,0.0185018501850185,-40734288519202.76,-4756831148459.471,20367144259601.38,2378415574229.7354,61516638671308.81
893603.600360036,0.0186018601860186,-40731291373096.625,-4782426875605.344,20365645686548.312,2391213437802.672,61516638671308.83
898407.9207920792,0.0187018701870187,-40728278143705.22,-4808020714347.162,20364139071852.61,2404010357173.581,61516638671308.81
903212.2412241224,0.018801880188018802,-40725248832218.36,-4833612654578.865,20362624416109.18,2416806327289.4326,61516638671308.83
908016.5616561656,0.018901890189018902,-40722203439832.2,-4859202686195.138,20361101719916.1,2429601343097.569,61516638671308.83
912820.8820882088,0.019001900190019003,-40719141967749.266,-4884790799091.419,20359570983874.633,2442395399545.7095,61516638671308.81
917625.202520252,0.0191019101910191,-40716064417178.41,-4910376983163.907,20358032208589.203,2455188491581.9536,61516638671308.81
922429.5229522951,0.019201920192019203,-40712970789334.84,-4935961228309.563,20356485394667.42,2467980614154.7817,61516638671308.81
927233.8433843384,0.0193019301930193,-40709861085440.13,-4961543524426.11,20354930542720.066,2480771762213.055,61516638671308.81
932038.1638163816,0.0194019401940194,-40706735306722.18,-4987123861412.042,20353367653361.09,2493561930706.021,61516638671308.81
936842.4842484248,0.0195019501950195,-40703593454415.25,-5012702229166.628,20351796727207.625,2506351114583.314,61516638671308.81
941646.804680468,0.0196019601960196,-40700435529759.92,-5038278617589.914,20350217764879.96,2519139308794.957,61516638671308.81
946451.1251125112,0.019701970197019705,-40697261534003.164,-5063853016582.727,20348630767001.582,2531926508291.3633,61516638671308.81
951255.4455445544,0.019801980198019802,-40694071468398.266,-5089425416046.678,20347035734199.133,2544712708023.339,61516638671308.83
956059.7659765977,0.019901990199019903,-40690865334204.86,-5114995805884.17,20345432667102.43,2557497902942.085,61516638671308.8
960864.0864086408,0.020002000200020003,-40687643132688.94,-5140564175998.4,20343821566344.47,2570282087999.2,61516638671308.8
965668.406840684,0.0201020102010201,-40684404865122.83,-5166130516293.359,20342202432561.414,2583065258146.6797,61516638671308.81
970472.7272727273,0.020202020202020204,-40681150532785.2,-5191694816673.847,20340575266392.6,2595847408336.9233,61516638671308.81
975277.0477047705,0.0203020302030203,-40677880136961.07,-5217257067045.457,20338940068480.535,2608628533522.7285,61516638671308.81
980081.3681368136,0.0204020402040204,-40674593678941.8,-5242817257314.6045,20337296839470.9,2621408628657.3022,61516638671308.83
984885.6885688568,0.0205020502050205,-40671291160025.08,-5268375377388.511,20335645580012.54,2634187688694.2554,61516638671308.81
989690.0090009001,0.020602060206020605,-40667972581514.97,-5293931417175.216,20333986290757.484,2646965708587.608,61516638671308.83
994494.3294329433,0.020702070207020702,-40664637944721.836,-5319485366583.583,20332318972360.918,2659742683291.7915,61516638671308.81
999298.6498649864,0.0208020802080208,-40661287250962.414,-5345037215523.299,20330643625481.207,2672518607761.6494,61516638671308.81
1004102.9702970297,0.020902090209020903,-40657920501559.77,-5370586953904.879,20328960250779.887,2685293476952.4395,61516638671308.83
1008907.2907290729,0.021002100210021,-40654537697843.31,-5396134571639.679,20327268848921.656,2698067285819.8394,61516638671308.83
1013711.611161116,0.0211021102110211,-40651138841148.77,-5421680058639.88,20325569420574.387,2710840029319.94,61516638671308.8
1018515.9315931593,0.021202120212021204,-40647723932818.24,-5447223404818.514,20323861966409.12,2723611702409.257,61516638671308.81
1023320.2520252025,0.0213021302130213,-40644292974200.15,-5472764600089.455,20322146487100.074,2736382300044.7275,61516638671308.81
1028124.5724572457,0.0214021402140214,-40640845966649.234,-5498303634367.427,20320422983324.617,2749151817183.7134,61516638671308.81
1032928.892889289,0.0215021502150215,-40637382911526.62,-5523840497568.006,20318691455763.31,2761920248784.003,61516638671308.81
1037733.2133213321,0.021602160216021602,-40633903810199.71,-5549375179607.631,20316951905099.855,2774687589803.8154,61516638671308.81
1042537.5337533753,0.021702170217021702,-40630408664042.29,-5574907670403.588,20315204332021.145,2787453835201.794,61516638671308.83
1047341.8541854185,0.0218021802180218,-40626897474434.47,-5600437959874.046,20313448737217.234,2800218979937.023,61516638671308.81
1052146.1746174616,0.0219021902190219,-40623370242762.67,-5625966037938.03,20311685121381.336,2812983018969.015,61516638671308.83
1056950.495049505,0.022002200220022004,-40619826970419.68,-5651491894515.448,20309913485209.84,2825745947257.724,61516638671308.81
1061754.8154815482,0.022102210221022104,-40616267658804.6,-5677015519527.077,20308133829402.3,2838507759763.5386,61516638671308.83
1066559.1359135914,0.0222022202220222,-40612692309322.875,-5702536902894.579,20306346154661.438,2851268451447.2896,61516638671308.83
1071363.4563456345,0.0223022302230223,-40609100923386.27,-5728056034540.5,20304550461693.137,2864028017270.25,61516638671308.81
1076167.7767776777,0.0224022402240224,-40605493502412.91,-5753572904388.276,20302746751206.453,2876786452194.138,61516638671308.81
1080972.0972097209,0.0225022502250225,-40601870047827.21,-5779087502362.236,20300935023913.605,2889543751181.118,61516638671308.8
1085776.417641764,0.0226022602260226,-40598230561059.95,-5804599818387.608,20299115280529.977,2902299909193.804,61516638671308.83
1090580.7380738074,0.022702270227022703,-40594575043548.234,-5830109842390.518,20297287521774.117,2915054921195.259,61516638671308.83
1095385.0585058506,0.022802280228022803,-40590903496735.48,-5855617564297.995,20295451748367.74,2927808782148.9976,61516638671308.81
1100189.3789378938,0.022902290229022904,-40587215922071.45,-5881122974037.983,20293607961035.727,2940561487018.9917,61516638671308.81
1104993.699369937,0.023002300230023,-40583512321012.234,-5906626061539.335,20291756160506.117,2953313030769.6675,61516638671308.81
1109798.0198019801,0.0231023102310231,-40579792695020.25,-5932126816731.823,20289896347510.125,2966063408365.9116,61516638671308.83
