4.926185380288250599e+04 5.168476491166953347e+05
4.926666288312290271e+04 5.164738349536789465e+05
4.926559544211496541e+04 5.162252662528961664e+05
4.926144963961547910e+04 5.160422674309980939e+05
4.925703580079059611e+04 5.158665900125239859e+05
4.924872876946015458e+04 5.157962357707808260e+05
4.924042313908236247e+04 5.157258911239998415e+05
4.923173910090616118e+04 5.156687878595470102e+05
4.922172554565339669e+04 5.156580685882110847e+05
4.921171402712105191e+04 5.156473495396989747e+05
4.920157054303519544e+04 5.156400293016362120e+05
4.919053370351529884e+04 5.156554248634614050e+05
4.917949933976650209e+04 5.156708208849548246e+05
4.916846745123334404e+04 5.156862173661291017e+05
4.915682196838159143e+04 5.157108737566096243e+05
4.914501993106040027e+04 5.157379265060076723e+05
4.913322072728446801e+04 5.157649806745172245e+05
4.912126967202299420e+04 5.157936652073606383e+05
4.910878635664995090e+04 5.158279888200978166e+05
4.909630621369414439e+04 5.158623147169069853e+05
4.908382924234926759e+04 5.158966428979421617e+05
4.907107372268876497e+04 5.159338053017369239e+05
4.905795044207731553e+04 5.159747018517452525e+05
4.904483067107918760e+04 5.160156016435024212e+05
4.903171440875589178e+04 5.160565046772653004e+05
4.901832553163282864e+04 5.161006460728295497e+05
4.900457607233271119e+04 5.161490603383011185e+05
4.899083046970515716e+04 5.161974791454104707e+05
4.897708872266837716e+04 5.162459024945794372e+05
4.896319903682582662e+04 5.162964749928772217e+05
4.894883135565647535e+04 5.163538641406332608e+05
4.893446789051601809e+04 5.164112596675025998e+05
4.892010864016732376e+04 5.164686615741964779e+05
4.890575360337369784e+04 5.165260698614229914e+05
4.889089799864659290e+04 5.165929857124774717e+05
4.887597403614729410e+04 5.166612824445975712e+05
4.886105462919228739e+04 5.167295882059607538e+05
4.884613977639121003e+04 5.167979029977616738e+05
4.883100545666934340e+04 5.168708923240852891e+05
4.881546303265410825e+04 5.169524929680892383e+05
4.879992555563805945e+04 5.170341064947409322e+05
4.878439302404661430e+04 5.171157329060742632e+05
4.876886543630579399e+04 5.171973722041212604e+05
4.875295891493200179e+04 5.172901924409135827e+05
4.873688547367462161e+04 5.173880390895386809e+05
4.872081733169587096e+04 5.174859042460859637e+05
4.870475448724854505e+04 5.175837879140563309e+05
4.868869693858627579e+04 5.176816900969512062e+05
4.867209781015662884e+04 5.177974221691747080e+05
4.865544780287179310e+04 5.179150226076158579e+05
4.863880349130903778e+04 5.180326497550776112e+05
4.862216487351994874e+04 5.181503036176292226e+05
4.860552347027919313e+04 5.182683394500087015e+05
4.858832366971665761e+04 5.184100552117244806e+05
4.857112995556411624e+04 5.185518097243237426e+05
4.855394232566771097e+04 5.186936029984068009e+05
4.853676077787443501e+04 5.188354350445683813e+05
4.851956657297787751e+04 5.189781833380670869e+05
4.850177458489400306e+04 5.191492693905422348e+05
4.848398912108183140e+04 5.193204118431480601e+05
4.846621017914912954e+04 5.194916107144784182e+05
4.844843775670414470e+04 5.196628660231301328e+05
4.843067185135639011e+04 5.198341777877105633e+05
4.841226170898819692e+04 5.200397462857406354e+05
4.839383489142661711e+04 5.202466412538620061e+05
4.837541508753438393e+04 5.204536185340146185e+05
4.835700229464222502e+04 5.206606781589458114e+05
4.833859651008150104e+04 5.208678201614171267e+05
4.831954540640895721e+04 5.211109813017255510e+05
4.830037199013224745e+04 5.213614143417800078e+05
4.828120618195467250e+04 5.216119677337563480e+05
4.826204797885740845e+04 5.218626415354916826e+05
4.824289737782251905e+04 5.221134358048508293e+05
4.822311745341285132e+04 5.223993523510312079e+05
4.820304837290580326e+04 5.227017781850784086e+05
4.818298764457542711e+04 5.230043790985638043e+05
4.816293526494560501e+04 5.233071551928448607e+05
4.814289123054204538e+04 5.236101065693345154e+05
4.812220509999986825e+04 5.239486717229666538e+05
4.810105397588400956e+04 5.243133043472087011e+05
4.807991214830912941e+04 5.246781907309474191e+05
4.805877961318911548e+04 5.250433310507800197e+05
4.803765636643975449e+04 5.254087254834298510e+05
4.801573367922537727e+04 5.258143803310733056e+05
4.799317121860563930e+04 5.262525339053809876e+05
4.797061936002392031e+04 5.266910525867706165e+05
4.794807809849824844e+04 5.271299366794818779e+05
4.792554742904910381e+04 5.275691864880068460e+05
4.790186118289480510e+04 5.280620912888931343e+05
4.787748299758383655e+04 5.285876595574188977e+05
4.785311721880362893e+04 5.291137509121677140e+05
4.782876384024045547e+04 5.296403658737543738e+05
4.780442285558340518e+04 5.301675049633140443e+05
4.777812465812902519e+04 5.307756641285964288e+05
4.775140342482976121e+04 5.314024336657137610e+05
4.772469713611683255e+04 5.320299433272915194e+05
4.769800578363197565e+04 5.326581939873134252e+05
4.767083575090667728e+04 5.333054625928596361e+05
4.764106846234211116e+04 5.340504417588805081e+05
4.761131976148340618e+04 5.347964615929562133e+05
4.758158963672367827e+04 5.355435235488051549e+05
4.755187807646336296e+04 5.362916290821734583e+05
4.751943889988285810e+04 5.371275800829689251e+05
4.748561337012354488e+04 5.380094604454716900e+05
4.745181191822571418e+04 5.388927887190540787e+05
4.741803452705006202e+04 5.397775672809608513e+05
4.738250384348127409e+04 5.407143805197811453e+05
4.734347325830569025e+04 5.417534518792047165e+05
4.730447482395480620e+04 5.427945199846545001e+05
4.726550851394508209e+04 5.438375886732041836e+05
4.722531923487051245e+04 5.449147708787346492e+05
4.717972543064895581e+04 5.461336540367221460e+05
4.713417564508131181e+04 5.473552636323674815e+05
4.708866983566975250e+04 5.485796057642587693e+05
4.704127262551846798e+04 5.498510746825407259e+05
4.698750933714669372e+04 5.512731231930644717e+05
4.693380749462897074e+04 5.526988494666384067e+05
4.688016702773934958e+04 5.541282630148540484e+05
4.682167414827025641e+04 5.556637132640605560e+05
4.675782928473826178e+04 5.573168951504294528e+05
4.669407147846488806e+04 5.589749954978822498e+05
4.663040061074120604e+04 5.606380289395694854e+05
4.655594848755081330e+04 5.625141301904395223e+05
4.648068833036984142e+04 5.644143532591023250e+05
4.640554983522019029e+04 5.663209954513347475e+05
4.632236875016775593e+04 5.683749418157110922e+05
4.623334610792750755e+04 5.705403002529001096e+05
4.614449455000460875e+04 5.727139081339261029e+05
4.604786656113102072e+04 5.750148651150857331e+05
4.594137338375533727e+04 5.774768918548194924e+05
4.583512648916491162e+04 5.799494601927557960e+05
4.571806907205090829e+04 5.825840712702504825e+05
4.559063176444370038e+04 5.853780507214037934e+05
4.546354968328634277e+04 5.881854296483701328e+05
4.531677703471317363e+04 5.912555539165015798e+05
4.516465379084256710e+04 5.944147917391958181e+05
4.500586947493158368e+04 5.976723374497941695e+05
4.482449389354894083e+04 6.012131118318826193e+05
4.464384926352685579e+04 6.047748627297629137e+05
4.443296057359391125e+04 6.086803768873384688e+05
4.421904635169888934e+04 6.126535099537802162e+05
4.397734916760493070e+04 6.169222323366937926e+05
4.372526677267495688e+04 6.213317100790672703e+05
4.344296228529695509e+04 6.260436238804118475e+05
4.314895618811232271e+04 6.309087065670392476e+05
4.281540052568117972e+04 6.361326580730527639e+05
4.246862341479570750e+04 6.415068838206866058e+05
4.208572519465463120e+04 6.471615835074349307e+05
4.167447235064299457e+04 6.530255271419823403e+05
4.123829152064678055e+04 6.590821372645915253e+05
4.077233507994177489e+04 6.653515255650286563e+05
4.042460430312211975e+04 6.698057629846779164e+05
4.007095135567796387e+04 6.743191126010754379e+05
3.970009258278681227e+04 6.789308546803608770e+05
3.931280297548270028e+04 6.836260846261584666e+05
3.891518131057276332e+04 6.883860575678313617e+05
3.850488108565796574e+04 6.932122117089455714e+05
3.807819493375012826e+04 6.980962284801257774e+05
3.764197627192453365e+04 7.030185772017904092e+05
3.719652080076118727e+04 7.079703964302228997e+05
3.674271570045949920e+04 7.129424079412862193e+05
3.628177178728820581e+04 7.179245233154988382e+05
3.581497942760822480e+04 7.229052184565113857e+05
3.534379810631881264e+04 7.278816710850546369e+05
3.486957713380916539e+04 7.328421908411181066e+05
3.439355112105874286e+04 7.377735186409505550e+05
