2021-07-18 00:00:00 , 17  , 0
2021-07-21 00:00:00 , 23  , 694
2021-07-22 00:00:00 , 26  , 1280
2021-08-02 00:00:00 , 29  , 2214
2021-08-05 00:00:00 , 54  , 6743
2021-08-18 00:00:00 , 67  , 7336
2021-08-31 00:00:00 , 69  , 7981
2021-09-05 00:00:00 , 73  , 8699
2021-10-01 00:00:00 , 87  , 11330
2021-10-05 00:00:00 , 87  , 11424
2021-10-11 00:00:00 , 87  , 11473
2021-11-30 00:00:00 , 110 , 14630
2021-12-02 00:00:00 , 110 , 15031
2021-12-07 15:05:21 , 110 , 14634
2021-12-07 15:43:40 , 110 , 14634
2021-12-07 15:44:41 , 110 , 14634
2021-12-07 15:45:30 , 110 , 14634
2021-12-07 15:46:39 , 110 , 14634
2021-12-07 15:46:52 , 110 , 14634
2021-12-07 15:47:13 , 110 , 14634
2021-12-07 15:47:26 , 110 , 14634
2021-12-07 15:47:56 , 110 , 14634
2021-12-07 15:48:33 , 110 , 14634
2021-12-07 15:57:11 , 110 , 14634
2021-12-07 15:58:21 , 110 , 14634
2021-12-07 15:59:05 , 110 , 14634
2021-12-07 16:00:03 , 110 , 14634
2021-12-07 16:03:04 , 110 , 14634
2021-12-07 16:10:29 , 110 , 14634
2021-12-07 16:11:07 , 110 , 14634
2021-12-07 16:13:08 , 110 , 14634
2021-12-07 16:27:15 , 110 , 14692
2021-12-07 16:40:55 , 110 , 14692
2021-12-07 16:41:19 , 110 , 14692
2021-12-07 16:41:49 , 110 , 14692
2021-12-07 16:44:58 , 110 , 14692
2021-12-07 16:52:04 , 110 , 14725
2021-12-07 17:21:18 , 110 , 14811
2021-12-07 17:34:03 , 110 , 14842
2021-12-07 18:06:57 , 110 , 14944
2021-12-07 19:25:57 , 112 , 15090
2021-12-07 19:40:33 , 110 , 15262
2021-12-07 19:49:50 , 110 , 15298
2021-12-09 16:41:55 , 110 , 15335
2021-12-10 17:05:29 , 112 , 15305
2021-12-10 17:07:08 , 112 , 15305
2021-12-10 17:07:49 , 112 , 15305
2021-12-10 17:08:14 , 112 , 15305
2021-12-10 17:28:59 , 112 , 15523
2021-12-11 02:49:17 , 112 , 15523
2021-12-13 17:20:10 , 116 , 15601
2021-12-13 20:05:03 , 116 , 15794
2021-12-13 20:52:34 , 116 , 15846
2021-12-13 20:53:21 , 116 , 15846
2021-12-13 21:06:20 , 116 , 15846
2021-12-13 21:07:04 , 116 , 15846
2021-12-13 21:07:29 , 116 , 15846
2021-12-13 21:07:55 , 116 , 15846
2021-12-13 21:08:18 , 116 , 15846
2021-12-13 21:08:26 , 116 , 15846
2021-12-13 21:09:26 , 116 , 15846
2021-12-13 21:10:23 , 116 , 15846
2021-12-13 21:11:14 , 116 , 15846
2021-12-13 21:38:24 , 116 , 16055
2021-12-14 08:41:41 , 116 , 16055
2021-12-14 08:41:58 , 116 , 16055
2021-12-14 08:42:11 , 116 , 16055
2021-12-14 08:42:48 , 116 , 16055
2021-12-15 01:15:01 , 118 , 16055
2021-12-17 15:47:22 , 120 , 16158
2021-12-17 17:15:02 , 125 , 16158
2021-12-17 17:17:40 , 122 , 16158
2021-12-17 18:35:37 , 122 , 16345
2021-12-17 18:52:34 , 122 , 16564
2021-12-17 19:11:32 , 122 , 16564
2021-12-22 18:38:20 , 126 , 16586
2021-12-22 18:39:49 , 126 , 16586
2021-12-27 14:31:18 , 128 , 16888
2021-12-27 15:24:17 , 128 , 17183
2021-12-27 15:57:39 , 129 , 17468
2021-12-27 16:24:17 , 131 , 17693
2021-12-29 14:26:39 , 131 , 18035
2021-12-29 14:29:02 , 131 , 18035
2021-12-29 14:29:26 , 131 , 18035
2021-12-29 14:30:50 , 131 , 18035
2021-12-29 14:31:15 , 131 , 18035
2021-12-29 14:32:35 , 131 , 18035
2021-12-29 14:33:03 , 131 , 18035
2021-12-29 14:33:26 , 131 , 18035
2021-12-29 14:33:36 , 131 , 18035
2021-12-29 14:35:58 , 131 , 18035
2021-12-29 14:36:39 , 131 , 18035
2021-12-29 14:38:14 , 131 , 18035
2021-12-29 16:54:01 , 131 , 18260
2022-01-01 13:27:30 , 131 , 18482
2022-01-01 14:55:15 , 133 , 18629
2022-01-01 14:55:27 , 133 , 18629
2022-01-01 15:20:20 , 133 , 18635
2022-01-01 15:20:33 , 133 , 18635
2022-01-01 17:41:02 , 133 , 19113
2022-01-02 18:30:56 , 136 , 19122
2022-01-02 18:41:29 , 136 , 19122
2022-01-03 01:01:15 , 136 , 19124
2022-01-04 19:10:32 , 141 , 19903
2022-01-05 12:53:21 , 141 , 19903
2022-01-06 17:02:45 , 145 , 21009
2022-01-06 17:32:28 , 145 , 21236
2022-01-07 16:53:05 , 147 , 21725
2022-01-07 17:36:08 , 147 , 21798
2022-01-11 14:42:08 , 150 , 21854
2022-01-13 02:37:09 , 150 , 22339
2022-01-13 03:01:37 , 150 , 22343
2022-01-14 18:48:41 , 150 , 22572
2022-01-14 18:53:12 , 150 , 22572
2022-01-14 18:53:20 , 150 , 22572
2022-01-14 18:53:35 , 150 , 22572
2022-01-14 18:53:37 , 150 , 22572
2022-01-16 16:09:28 , 150 , 22578
2022-01-16 16:09:30 , 150 , 22578
2022-01-16 16:10:12 , 150 , 22591
2022-01-16 16:10:14 , 150 , 22591
2022-01-16 16:10:31 , 150 , 22568
2022-01-16 16:11:57 , 150 , 22574
2022-01-16 16:12:22 , 150 , 22582
2022-01-16 16:12:24 , 150 , 22582
2022-01-16 16:13:53 , 150 , 22603
2022-01-16 16:13:55 , 150 , 22603
2022-01-16 16:14:34 , 150 , 22601
2022-01-16 16:16:21 , 150 , 22592
2022-01-16 16:16:22 , 150 , 22592
2022-01-16 16:17:10 , 150 , 22591
2022-01-16 16:17:16 , 150 , 22591
2022-01-16 16:17:18 , 150 , 22591
2022-01-16 16:18:29 , 150 , 22592
2022-01-16 16:18:46 , 150 , 22586
2022-01-16 16:25:56 , 150 , 22602
2022-01-16 16:25:58 , 150 , 22602
2022-01-16 16:28:15 , 152 , 22638
2022-01-16 16:30:46 , 152 , 22647
2022-01-16 16:31:05 , 152 , 22647
2022-01-16 16:31:19 , 152 , 22648
2022-01-16 16:31:21 , 152 , 22648
2022-01-16 16:32:26 , 152 , 22665
2022-01-16 16:32:28 , 152 , 22665
2022-01-16 16:33:15 , 152 , 22682
2022-01-16 16:33:17 , 152 , 22682
2022-01-16 16:34:03 , 152 , 22689
2022-01-16 16:34:11 , 152 , 22689
2022-01-16 16:34:13 , 152 , 22689
2022-01-16 16:34:21 , 152 , 22690
2022-01-16 16:34:23 , 152 , 22690
2022-01-16 16:52:43 , 152 , 22690
2022-01-16 16:52:50 , 152 , 22690
2022-01-16 16:52:52 , 152 , 22690
2022-01-16 16:55:06 , 150 , 22700
2022-01-16 16:55:48 , 150 , 22702
2022-01-16 16:56:09 , 150 , 22714
2022-01-16 16:56:41 , 150 , 22715
2022-01-16 16:57:24 , 150 , 22715
2022-01-16 16:57:26 , 150 , 22715
2022-01-16 16:58:01 , 150 , 22718
2022-01-16 16:58:46 , 150 , 22732
2022-01-16 17:02:19 , 150 , 22733
2022-01-16 17:03:40 , 150 , 22742
2022-01-16 17:03:42 , 150 , 22742
2022-01-16 17:11:59 , 152 , 22753
2022-01-16 17:12:14 , 152 , 22753
2022-01-16 17:12:16 , 152 , 22753
2022-01-16 17:13:25 , 152 , 22753
2022-01-16 17:13:27 , 152 , 22753
2022-01-16 17:14:05 , 152 , 22753
2022-01-16 17:14:07 , 152 , 22753
2022-01-16 17:16:01 , 152 , 22753
2022-01-16 17:16:09 , 152 , 22753
2022-01-16 17:16:26 , 152 , 22753
2022-01-16 17:16:28 , 152 , 22753
2022-01-16 17:20:53 , 152 , 22769
2022-01-16 17:20:55 , 152 , 22769
2022-01-16 17:21:10 , 152 , 22769
2022-01-16 17:21:44 , 152 , 22767
2022-01-16 17:21:46 , 152 , 22767
2022-01-16 17:22:35 , 152 , 22784
2022-01-16 17:22:37 , 152 , 22784
2022-01-16 17:23:56 , 152 , 22788
2022-01-16 17:23:59 , 152 , 22788
2022-01-16 17:24:47 , 152 , 22799
2022-01-16 17:24:49 , 152 , 22799
2022-01-16 17:25:31 , 152 , 22800
2022-01-16 17:25:33 , 152 , 22800
2022-01-16 17:29:33 , 152 , 22804
2022-01-16 17:29:35 , 152 , 22804
2022-01-16 17:31:30 , 152 , 22805
2022-01-16 17:31:32 , 152 , 22805
2022-01-16 17:32:03 , 152 , 22806
2022-01-16 17:32:05 , 152 , 22806
2022-01-16 17:33:03 , 152 , 22807
2022-01-16 17:33:05 , 152 , 22807
2022-01-16 17:33:40 , 152 , 22809
2022-01-16 17:33:42 , 152 , 22809
2022-01-16 17:36:04 , 152 , 22821
2022-01-16 17:36:56 , 152 , 22810
2022-01-16 17:36:58 , 152 , 22810
2022-01-16 17:40:17 , 152 , 22818
2022-01-16 17:40:19 , 152 , 22818
2022-01-16 17:40:24 , 152 , 22818
2022-01-16 17:40:26 , 152 , 22818
2022-01-16 17:40:46 , 152 , 22820
2022-01-16 17:40:48 , 152 , 22820
2022-01-16 17:43:31 , 152 , 22828
2022-01-16 17:43:33 , 152 , 22828
2022-01-16 17:45:40 , 152 , 22842
2022-01-16 17:45:42 , 152 , 22842
2022-01-16 17:47:04 , 152 , 22835
2022-01-16 17:47:06 , 152 , 22835
2022-01-16 17:50:50 , 152 , 22864
2022-01-16 17:50:52 , 152 , 22864
2022-01-16 17:52:07 , 152 , 22870
2022-01-16 17:53:51 , 152 , 22874
2022-01-16 17:53:59 , 152 , 22885
2022-01-16 17:54:01 , 152 , 22885
2022-01-16 18:00:24 , 152 , 22922
2022-01-16 18:00:26 , 152 , 22922
2022-01-16 18:02:03 , 152 , 22925
2022-01-16 18:02:05 , 152 , 22925
2022-01-16 18:04:13 , 152 , 22932
2022-01-16 18:04:15 , 152 , 22932
2022-01-16 18:04:30 , 152 , 22934
2022-01-16 18:04:32 , 152 , 22934
2022-01-16 18:05:36 , 152 , 22945
2022-01-16 18:05:38 , 152 , 22945
2022-01-16 18:05:55 , 152 , 22951
2022-01-16 18:05:56 , 152 , 22951
2022-01-16 18:06:08 , 152 , 22951
2022-01-16 18:06:09 , 152 , 22951
2022-01-16 18:08:09 , 152 , 22960
2022-01-16 18:08:11 , 152 , 22960
2022-01-16 18:08:46 , 152 , 22973
