# Cooling curves for integrated and approximate forms of dust cooling, grain size, a = 5.000e-02
T,Lambda_int,h_e_int,H_el_int,Lambda_approx,h_e_approx,H_el_approx,Hcoll
2.483e+01,2.043e-18,1.000e+00,8.559e-15,2.043e-18,1.000e+00,8.559e-15,1.665e-16
2.754e+01,2.387e-18,1.000e+00,9.998e-15,2.387e-18,1.000e+00,9.998e-15,1.944e-16
3.055e+01,2.788e-18,1.000e+00,1.168e-14,2.788e-18,1.000e+00,1.168e-14,2.271e-16
3.388e+01,3.257e-18,1.000e+00,1.364e-14,3.257e-18,1.000e+00,1.364e-14,2.653e-16
3.758e+01,3.805e-18,1.000e+00,1.594e-14,3.805e-18,1.000e+00,1.594e-14,3.099e-16
4.169e+01,4.444e-18,1.000e+00,1.862e-14,4.444e-18,1.000e+00,1.862e-14,3.621e-16
4.624e+01,5.192e-18,1.000e+00,2.175e-14,5.192e-18,1.000e+00,2.175e-14,4.230e-16
5.129e+01,6.065e-18,1.000e+00,2.541e-14,6.065e-18,1.000e+00,2.541e-14,4.941e-16
5.689e+01,7.084e-18,1.000e+00,2.968e-14,7.084e-18,1.000e+00,2.968e-14,5.772e-16
6.310e+01,8.276e-18,1.000e+00,3.467e-14,8.276e-18,1.000e+00,3.467e-14,6.742e-16
6.998e+01,9.667e-18,1.000e+00,4.050e-14,9.667e-18,1.000e+00,4.050e-14,7.876e-16
7.762e+01,1.129e-17,1.000e+00,4.731e-14,1.129e-17,1.000e+00,4.731e-14,9.200e-16
8.610e+01,1.319e-17,1.000e+00,5.526e-14,1.319e-17,1.000e+00,5.526e-14,1.075e-15
9.550e+01,1.541e-17,1.000e+00,6.455e-14,1.541e-17,1.000e+00,6.455e-14,1.255e-15
1.059e+02,1.800e-17,1.000e+00,7.541e-14,1.800e-17,1.000e+00,7.541e-14,1.467e-15
1.175e+02,2.103e-17,1.000e+00,8.809e-14,2.103e-17,1.000e+00,8.809e-14,1.713e-15
1.303e+02,2.456e-17,1.000e+00,1.029e-13,2.456e-17,1.000e+00,1.029e-13,2.001e-15
1.445e+02,2.870e-17,1.000e+00,1.202e-13,2.870e-17,1.000e+00,1.202e-13,2.338e-15
1.603e+02,3.352e-17,1.000e+00,1.404e-13,3.352e-17,1.000e+00,1.404e-13,2.731e-15
1.778e+02,3.916e-17,1.000e+00,1.640e-13,3.916e-17,1.000e+00,1.640e-13,3.190e-15
1.972e+02,4.574e-17,1.000e+00,1.916e-13,4.574e-17,1.000e+00,1.916e-13,3.726e-15
2.188e+02,5.343e-17,1.000e+00,2.238e-13,5.343e-17,1.000e+00,2.238e-13,4.353e-15
2.427e+02,6.242e-17,1.000e+00,2.615e-13,6.242e-17,1.000e+00,2.615e-13,5.085e-15
2.692e+02,7.291e-17,1.000e+00,3.054e-13,7.291e-17,1.000e+00,3.054e-13,5.940e-15
2.985e+02,8.517e-17,1.000e+00,3.568e-13,8.517e-17,1.000e+00,3.568e-13,6.939e-15
3.311e+02,9.950e-17,1.000e+00,4.168e-13,9.950e-17,1.000e+00,4.168e-13,8.106e-15
3.673e+02,1.162e-16,1.000e+00,4.869e-13,1.162e-16,1.000e+00,4.869e-13,9.469e-15
4.074e+02,1.358e-16,1.000e+00,5.688e-13,1.358e-16,1.000e+00,5.688e-13,1.106e-14
4.519e+02,1.586e-16,1.000e+00,6.644e-13,1.586e-16,1.000e+00,6.644e-13,1.292e-14
5.012e+02,1.853e-16,1.000e+00,7.761e-13,1.853e-16,1.000e+00,7.761e-13,1.509e-14
5.559e+02,2.164e-16,1.000e+00,9.066e-13,2.164e-16,1.000e+00,9.066e-13,1.763e-14
6.166e+02,2.528e-16,1.000e+00,1.059e-12,2.528e-16,1.000e+00,1.059e-12,2.060e-14
6.839e+02,2.953e-16,1.000e+00,1.237e-12,2.953e-16,1.000e+00,1.237e-12,2.406e-14
7.586e+02,3.450e-16,1.000e+00,1.445e-12,3.450e-16,1.000e+00,1.445e-12,2.811e-14
8.414e+02,4.030e-16,1.000e+00,1.688e-12,4.030e-16,1.000e+00,1.688e-12,3.283e-14
9.333e+02,4.708e-16,1.000e+00,1.972e-12,4.708e-16,1.000e+00,1.972e-12,3.835e-14
1.035e+03,5.499e-16,1.000e+00,2.304e-12,5.499e-16,1.000e+00,2.304e-12,4.480e-14
1.148e+03,6.424e-16,1.000e+00,2.691e-12,6.424e-16,1.000e+00,2.691e-12,5.233e-14
1.274e+03,7.504e-16,1.000e+00,3.144e-12,7.504e-16,1.000e+00,3.144e-12,6.114e-14
1.413e+03,8.766e-16,1.000e+00,3.672e-12,8.766e-16,1.000e+00,3.672e-12,7.142e-14
1.567e+03,1.024e-15,1.000e+00,4.290e-12,1.024e-15,1.000e+00,4.290e-12,8.342e-14
1.738e+03,1.196e-15,1.000e+00,5.011e-12,1.196e-15,1.000e+00,5.011e-12,9.745e-14
1.928e+03,1.397e-15,1.000e+00,5.854e-12,1.397e-15,1.000e+00,5.854e-12,1.138e-13
2.138e+03,1.632e-15,1.000e+00,6.838e-12,1.632e-15,1.000e+00,6.838e-12,1.330e-13
2.371e+03,1.907e-15,1.000e+00,7.988e-12,1.907e-15,1.000e+00,7.988e-12,1.553e-13
2.630e+03,2.227e-15,1.000e+00,9.331e-12,2.227e-15,1.000e+00,9.331e-12,1.815e-13
2.917e+03,2.602e-15,1.000e+00,1.090e-11,2.602e-15,1.000e+00,1.090e-11,2.120e-13
3.236e+03,3.040e-15,1.000e+00,1.273e-11,3.040e-15,1.000e+00,1.273e-11,2.476e-13
3.589e+03,3.551e-15,1.000e+00,1.487e-11,3.551e-15,1.000e+00,1.487e-11,2.893e-13
3.981e+03,4.148e-15,1.000e+00,1.737e-11,4.148e-15,1.000e+00,1.737e-11,3.379e-13
4.416e+03,4.845e-15,1.000e+00,2.030e-11,4.845e-15,1.000e+00,2.030e-11,3.947e-13
4.898e+03,5.660e-15,1.000e+00,2.371e-11,5.660e-15,1.000e+00,2.371e-11,4.611e-13
5.433e+03,6.612e-15,1.000e+00,2.770e-11,6.612e-15,1.000e+00,2.770e-11,5.386e-13
6.026e+03,7.723e-15,1.000e+00,3.235e-11,7.723e-15,1.000e+00,3.235e-11,6.292e-13
6.683e+03,9.022e-15,1.000e+00,3.779e-11,9.022e-15,1.000e+00,3.779e-11,7.350e-13
7.413e+03,1.054e-14,1.000e+00,4.415e-11,1.054e-14,1.000e+00,4.415e-11,8.586e-13
8.222e+03,1.231e-14,1.000e+00,5.157e-11,1.231e-14,1.000e+00,5.157e-11,1.003e-12
9.120e+03,1.438e-14,1.000e+00,6.025e-11,1.438e-14,1.000e+00,6.025e-11,1.172e-12
1.012e+04,1.680e-14,1.000e+00,7.038e-11,1.680e-14,1.000e+00,7.038e-11,1.369e-12
1.122e+04,1.962e-14,1.000e+00,8.221e-11,1.962e-14,1.000e+00,8.221e-11,1.599e-12
1.245e+04,2.292e-14,1.000e+00,9.603e-11,2.292e-14,1.000e+00,9.603e-11,1.868e-12
1.380e+04,2.678e-14,1.000e+00,1.122e-10,2.678e-14,1.000e+00,1.122e-10,2.182e-12
1.531e+04,3.128e-14,1.000e+00,1.310e-10,3.128e-14,1.000e+00,1.310e-10,2.549e-12
1.698e+04,3.654e-14,1.000e+00,1.531e-10,3.654e-14,1.000e+00,1.531e-10,2.977e-12
1.884e+04,4.269e-14,1.000e+00,1.788e-10,4.269e-14,1.000e+00,1.788e-10,3.478e-12
2.089e+04,4.987e-14,1.000e+00,2.089e-10,4.987e-14,1.000e+00,2.089e-10,4.062e-12
2.317e+04,5.825e-14,1.000e+00,2.440e-10,5.825e-14,1.000e+00,2.440e-10,4.746e-12
2.570e+04,6.805e-14,1.000e+00,2.851e-10,6.805e-14,1.000e+00,2.851e-10,5.544e-12
2.851e+04,7.949e-14,1.000e+00,3.330e-10,7.949e-14,1.000e+00,3.330e-10,6.476e-12
3.162e+04,9.286e-14,1.000e+00,3.890e-10,9.286e-14,1.000e+00,3.890e-10,7.565e-12
3.508e+04,1.085e-13,1.000e+00,4.544e-10,1.085e-13,1.000e+00,4.544e-10,8.837e-12
3.890e+04,1.267e-13,1.000e+00,5.308e-10,1.267e-13,1.000e+00,5.308e-10,1.032e-11
4.315e+04,1.480e-13,1.000e+00,6.200e-10,1.480e-13,1.000e+00,6.200e-10,1.206e-11
4.786e+04,1.729e-13,1.000e+00,7.243e-10,1.729e-13,1.000e+00,7.243e-10,1.409e-11
5.309e+04,2.020e-13,1.000e+00,8.461e-10,2.020e-13,1.000e+00,8.461e-10,1.645e-11
5.888e+04,2.359e-13,1.000e+00,9.884e-10,2.359e-13,1.000e+00,9.884e-10,1.922e-11
6.531e+04,2.756e-13,1.000e+00,1.155e-09,2.756e-13,1.000e+00,1.155e-09,2.245e-11
7.244e+04,3.220e-13,1.000e+00,1.349e-09,3.220e-13,1.000e+00,1.349e-09,2.623e-11
8.035e+04,3.761e-13,1.000e+00,1.576e-09,3.761e-13,1.000e+00,1.576e-09,3.064e-11
8.913e+04,4.393e-13,1.000e+00,1.840e-09,4.393e-13,1.000e+00,1.840e-09,3.579e-11
9.886e+04,5.132e-13,1.000e+00,2.150e-09,5.132e-13,1.000e+00,2.150e-09,4.181e-11
1.096e+05,5.995e-13,1.000e+00,2.511e-09,5.995e-13,1.000e+00,2.511e-09,4.884e-11
1.216e+05,7.003e-13,1.000e+00,2.934e-09,7.003e-13,1.000e+00,2.934e-09,5.705e-11
1.349e+05,8.181e-13,1.000e+00,3.427e-09,8.181e-13,1.000e+00,3.427e-09,6.665e-11
1.496e+05,9.557e-13,1.000e+00,4.003e-09,9.557e-13,1.000e+00,4.003e-09,7.786e-11
1.660e+05,1.116e-12,1.000e+00,4.677e-09,1.116e-12,1.000e+00,4.677e-09,9.095e-11
1.841e+05,1.304e-12,1.000e+00,5.463e-09,1.304e-12,1.000e+00,5.463e-09,1.062e-10
2.042e+05,1.523e-12,1.000e+00,6.382e-09,1.523e-12,1.000e+00,6.382e-09,1.241e-10
2.265e+05,1.780e-12,1.000e+00,7.455e-09,1.780e-12,1.000e+00,7.455e-09,1.450e-10
2.512e+05,2.079e-12,1.000e+00,8.708e-09,2.079e-12,1.000e+00,8.708e-09,1.694e-10
2.786e+05,2.428e-12,1.000e+00,1.017e-08,2.428e-12,1.000e+00,1.017e-08,1.978e-10
3.090e+05,2.837e-12,1.000e+00,1.188e-08,2.837e-12,1.000e+00,1.188e-08,2.311e-10
3.428e+05,3.314e-12,1.000e+00,1.388e-08,3.314e-12,1.000e+00,1.388e-08,2.700e-10
3.802e+05,3.871e-12,1.000e+00,1.622e-08,3.871e-12,1.000e+00,1.622e-08,3.153e-10
4.217e+05,4.522e-12,1.000e+00,1.894e-08,4.522e-12,1.000e+00,1.894e-08,3.684e-10
4.677e+05,5.282e-12,1.000e+00,2.213e-08,5.282e-12,1.000e+00,2.213e-08,4.303e-10
5.188e+05,6.170e-12,1.000e+00,2.585e-08,6.170e-12,1.000e+00,2.585e-08,5.027e-10
5.754e+05,7.208e-12,1.000e+00,3.019e-08,7.208e-12,1.000e+00,3.019e-08,5.872e-10
6.383e+05,8.420e-12,1.000e+00,3.527e-08,8.420e-12,1.000e+00,3.527e-08,6.859e-10
7.079e+05,9.836e-12,1.000e+00,4.120e-08,9.836e-12,1.000e+00,4.120e-08,8.013e-10
7.852e+05,1.149e-11,1.000e+00,4.813e-08,1.149e-11,1.000e+00,4.813e-08,9.360e-10
8.710e+05,1.342e-11,1.000e+00,5.622e-08,1.342e-11,1.000e+00,5.622e-08,1.093e-09
9.661e+05,1.568e-11,1.000e+00,6.568e-08,1.568e-11,1.000e+00,6.568e-08,1.277e-09
1.072e+06,1.832e-11,1.000e+00,7.672e-08,1.832e-11,1.000e+00,7.672e-08,1.492e-09
1.189e+06,2.139e-11,1.000e+00,8.962e-08,2.139e-11,1.000e+00,8.962e-08,1.743e-09
1.318e+06,2.499e-11,1.000e+00,1.047e-07,2.499e-11,1.000e+00,1.047e-07,2.036e-09
1.462e+06,2.919e-11,1.000e+00,1.223e-07,2.919e-11,1.000e+00,1.223e-07,2.378e-09
1.622e+06,3.410e-11,1.000e+00,1.429e-07,3.410e-11,1.000e+00,1.429e-07,2.778e-09
1.799e+06,3.984e-11,1.000e+00,1.669e-07,3.984e-11,1.000e+00,1.669e-07,3.246e-09
1.995e+06,4.654e-11,1.000e+00,1.949e-07,4.654e-11,1.000e+00,1.949e-07,3.791e-09
2.213e+06,5.436e-11,1.000e+00,2.277e-07,5.436e-11,1.000e+00,2.277e-07,4.429e-09
2.455e+06,6.350e-11,1.000e+00,2.660e-07,6.351e-11,1.000e+00,2.660e-07,5.174e-09
2.723e+06,7.418e-11,1.000e+00,3.107e-07,7.418e-11,1.000e+00,3.108e-07,6.044e-09
3.020e+06,8.665e-11,9.999e-01,3.630e-07,8.666e-11,1.000e+00,3.630e-07,7.060e-09
3.350e+06,1.012e-10,9.997e-01,4.239e-07,1.012e-10,1.000e+00,4.241e-07,8.247e-09
3.715e+06,1.182e-10,9.991e-01,4.949e-07,1.183e-10,1.000e+00,4.954e-07,9.634e-09
4.121e+06,1.379e-10,9.980e-01,5.775e-07,1.381e-10,1.000e+00,5.787e-07,1.125e-08
4.571e+06,1.607e-10,9.958e-01,6.731e-07,1.614e-10,1.000e+00,6.760e-07,1.315e-08
5.070e+06,1.870e-10,9.918e-01,7.831e-07,1.885e-10,1.000e+00,7.896e-07,1.536e-08
5.623e+06,2.170e-10,9.851e-01,9.087e-07,2.202e-10,1.000e+00,9.224e-07,1.794e-08
6.237e+06,2.509e-10,9.749e-01,1.051e-06,2.572e-10,1.000e+00,1.078e-06,2.095e-08
6.918e+06,2.887e-10,9.602e-01,1.209e-06,3.005e-10,1.000e+00,1.259e-06,2.448e-08
7.674e+06,3.304e-10,9.401e-01,1.382e-06,3.510e-10,1.000e+00,1.470e-06,2.859e-08
8.511e+06,3.754e-10,9.140e-01,1.570e-06,3.731e-10,9.081e-01,1.560e-06,3.338e-08
9.441e+06,4.235e-10,8.819e-01,1.769e-06,4.092e-10,8.516e-01,1.709e-06,3.896e-08
1.047e+07,4.737e-10,8.438e-01,1.978e-06,4.490e-10,7.986e-01,1.872e-06,4.545e-08
1.161e+07,5.255e-10,8.003e-01,2.191e-06,4.926e-10,7.489e-01,2.051e-06,5.295e-08
1.288e+07,5.779e-10,7.524e-01,2.407e-06,5.404e-10,7.023e-01,2.246e-06,6.158e-08
1.429e+07,6.302e-10,7.012e-01,2.620e-06,5.930e-10,6.586e-01,2.461e-06,7.144e-08
1.585e+07,6.814e-10,6.479e-01,2.827e-06,6.506e-10,6.177e-01,2.696e-06,8.264e-08
1.758e+07,7.310e-10,5.937e-01,3.027e-06,7.138e-10,5.792e-01,2.953e-06,9.522e-08
1.950e+07,7.784e-10,5.398e-01,3.215e-06,7.831e-10,5.432e-01,3.235e-06,1.092e-07
2.163e+07,8.230e-10,4.873e-01,3.390e-06,8.590e-10,5.094e-01,3.544e-06,1.247e-07
2.399e+07,8.645e-10,4.369e-01,3.551e-06,9.422e-10,4.777e-01,3.882e-06,1.415e-07
2.661e+07,9.029e-10,3.893e-01,3.696e-06,9.907e-10,4.288e-01,4.071e-06,1.597e-07
2.951e+07,9.379e-10,3.450e-01,3.826e-06,9.953e-10,3.671e-01,4.071e-06,1.792e-07
3.273e+07,9.697e-10,3.042e-01,3.941e-06,1.000e-09,3.143e-01,4.071e-06,2.000e-07
3.631e+07,9.983e-10,2.671e-01,4.042e-06,1.005e-09,2.690e-01,4.071e-06,2.218e-07
4.027e+07,1.024e-09,2.335e-01,4.128e-06,1.011e-09,2.303e-01,4.071e-06,2.447e-07
4.467e+07,1.047e-09,2.035e-01,4.202e-06,1.016e-09,1.971e-01,4.071e-06,2.686e-07
4.955e+07,1.067e-09,1.768e-01,4.265e-06,1.022e-09,1.688e-01,4.071e-06,2.933e-07
5.495e+07,1.085e-09,1.532e-01,4.316e-06,1.028e-09,1.445e-01,4.071e-06,3.189e-07
6.095e+07,1.102e-09,1.324e-01,4.359e-06,1.034e-09,1.237e-01,4.071e-06,3.454e-07
6.761e+07,1.116e-09,1.143e-01,4.394e-06,1.041e-09,1.059e-01,4.071e-06,3.727e-07
7.499e+07,1.129e-09,9.843e-02,4.421e-06,1.047e-09,9.063e-02,4.071e-06,4.007e-07
8.318e+07,1.141e-09,8.467e-02,4.443e-06,1.054e-09,7.759e-02,4.071e-06,4.297e-07
9.226e+07,1.152e-09,7.275e-02,4.459e-06,1.061e-09,6.642e-02,4.071e-06,4.596e-07
1.023e+08,1.162e-09,6.245e-02,4.472e-06,1.068e-09,5.686e-02,4.071e-06,4.904e-07
1.135e+08,1.171e-09,5.356e-02,4.480e-06,1.076e-09,4.867e-02,4.071e-06,5.222e-07
1.259e+08,1.180e-09,4.591e-02,4.486e-06,1.083e-09,4.167e-02,4.071e-06,5.552e-07
1.396e+08,1.189e-09,3.933e-02,4.489e-06,1.091e-09,3.567e-02,4.071e-06,5.894e-07
1.549e+08,1.198e-09,3.367e-02,4.490e-06,1.100e-09,3.053e-02,4.071e-06,6.249e-07
1.718e+08,1.206e-09,2.882e-02,4.489e-06,1.108e-09,2.614e-02,4.071e-06,6.619e-07
1.905e+08,1.215e-09,2.466e-02,4.487e-06,1.117e-09,2.238e-02,4.071e-06,7.003e-07
2.113e+08,1.223e-09,2.109e-02,4.483e-06,1.127e-09,1.916e-02,4.071e-06,7.405e-07
2.344e+08,1.232e-09,1.804e-02,4.479e-06,1.137e-09,1.640e-02,4.071e-06,7.824e-07
2.600e+08,1.241e-09,1.542e-02,4.473e-06,1.147e-09,1.404e-02,4.071e-06,8.263e-07
2.884e+08,1.250e-09,1.318e-02,4.467e-06,1.158e-09,1.202e-02,4.071e-06,8.722e-07
3.199e+08,1.260e-09,1.127e-02,4.459e-06,1.169e-09,1.029e-02,4.071e-06,9.202e-07
3.548e+08,1.270e-09,9.628e-03,4.451e-06,1.181e-09,8.806e-03,4.071e-06,9.707e-07
3.936e+08,1.280e-09,8.225e-03,4.442e-06,1.193e-09,7.539e-03,4.071e-06,1.024e-06
4.365e+08,1.290e-09,7.025e-03,4.432e-06,1.206e-09,6.453e-03,4.071e-06,1.079e-06
4.842e+08,1.301e-09,5.998e-03,4.420e-06,1.220e-09,5.524e-03,4.071e-06,1.138e-06
5.370e+08,1.313e-09,5.119e-03,4.407e-06,1.234e-09,4.729e-03,4.071e-06,1.199e-06
5.957e+08,1.324e-09,4.368e-03,4.392e-06,1.249e-09,4.048e-03,4.071e-06,1.263e-06
6.607e+08,1.336e-09,3.725e-03,4.375e-06,1.265e-09,3.466e-03,4.071e-06,1.331e-06
7.328e+08,1.348e-09,3.175e-03,4.356e-06,1.282e-09,2.967e-03,4.071e-06,1.402e-06
8.128e+08,1.361e-09,2.704e-03,4.334e-06,1.299e-09,2.540e-03,4.071e-06,1.478e-06
9.016e+08,1.373e-09,2.301e-03,4.309e-06,1.318e-09,2.174e-03,4.071e-06,1.557e-06
1.000e+09,1.386e-09,1.957e-03,4.280e-06,1.337e-09,1.861e-03,4.071e-06,1.640e-06
