# Cooling curves for integrated and approximate forms of dust cooling, grain size, a = 5.000e-01
T,Lambda_int,h_e_int,H_el_int,Lambda_approx,h_e_approx,H_el_approx,Hcoll
1.202e+01,6.883e-17,1.000e+00,2.884e-13,6.883e-17,1.000e+00,2.884e-13,5.608e-15
1.334e+01,8.041e-17,1.000e+00,3.368e-13,8.041e-17,1.000e+00,3.368e-13,6.551e-15
1.479e+01,9.393e-17,1.000e+00,3.935e-13,9.393e-17,1.000e+00,3.935e-13,7.652e-15
1.641e+01,1.097e-16,1.000e+00,4.596e-13,1.097e-16,1.000e+00,4.596e-13,8.939e-15
1.820e+01,1.282e-16,1.000e+00,5.369e-13,1.282e-16,1.000e+00,5.369e-13,1.044e-14
2.018e+01,1.497e-16,1.000e+00,6.272e-13,1.497e-16,1.000e+00,6.272e-13,1.220e-14
2.239e+01,1.749e-16,1.000e+00,7.327e-13,1.749e-16,1.000e+00,7.327e-13,1.425e-14
2.483e+01,2.043e-16,1.000e+00,8.559e-13,2.043e-16,1.000e+00,8.559e-13,1.665e-14
2.754e+01,2.387e-16,1.000e+00,9.998e-13,2.387e-16,1.000e+00,9.998e-13,1.944e-14
3.055e+01,2.788e-16,1.000e+00,1.168e-12,2.788e-16,1.000e+00,1.168e-12,2.271e-14
3.388e+01,3.257e-16,1.000e+00,1.364e-12,3.257e-16,1.000e+00,1.364e-12,2.653e-14
3.758e+01,3.805e-16,1.000e+00,1.594e-12,3.805e-16,1.000e+00,1.594e-12,3.099e-14
4.169e+01,4.444e-16,1.000e+00,1.862e-12,4.444e-16,1.000e+00,1.862e-12,3.621e-14
4.624e+01,5.192e-16,1.000e+00,2.175e-12,5.192e-16,1.000e+00,2.175e-12,4.230e-14
5.129e+01,6.065e-16,1.000e+00,2.541e-12,6.065e-16,1.000e+00,2.541e-12,4.941e-14
5.689e+01,7.084e-16,1.000e+00,2.968e-12,7.084e-16,1.000e+00,2.968e-12,5.772e-14
6.310e+01,8.276e-16,1.000e+00,3.467e-12,8.276e-16,1.000e+00,3.467e-12,6.742e-14
6.998e+01,9.667e-16,1.000e+00,4.050e-12,9.667e-16,1.000e+00,4.050e-12,7.876e-14
7.762e+01,1.129e-15,1.000e+00,4.731e-12,1.129e-15,1.000e+00,4.731e-12,9.200e-14
8.610e+01,1.319e-15,1.000e+00,5.526e-12,1.319e-15,1.000e+00,5.526e-12,1.075e-13
9.550e+01,1.541e-15,1.000e+00,6.455e-12,1.541e-15,1.000e+00,6.455e-12,1.255e-13
1.059e+02,1.800e-15,1.000e+00,7.541e-12,1.800e-15,1.000e+00,7.541e-12,1.467e-13
1.175e+02,2.103e-15,1.000e+00,8.809e-12,2.103e-15,1.000e+00,8.809e-12,1.713e-13
1.303e+02,2.456e-15,1.000e+00,1.029e-11,2.456e-15,1.000e+00,1.029e-11,2.001e-13
1.445e+02,2.870e-15,1.000e+00,1.202e-11,2.870e-15,1.000e+00,1.202e-11,2.338e-13
1.603e+02,3.352e-15,1.000e+00,1.404e-11,3.352e-15,1.000e+00,1.404e-11,2.731e-13
1.778e+02,3.916e-15,1.000e+00,1.640e-11,3.916e-15,1.000e+00,1.640e-11,3.190e-13
1.972e+02,4.574e-15,1.000e+00,1.916e-11,4.574e-15,1.000e+00,1.916e-11,3.726e-13
2.188e+02,5.343e-15,1.000e+00,2.238e-11,5.343e-15,1.000e+00,2.238e-11,4.353e-13
2.427e+02,6.242e-15,1.000e+00,2.615e-11,6.242e-15,1.000e+00,2.615e-11,5.085e-13
2.692e+02,7.291e-15,1.000e+00,3.054e-11,7.291e-15,1.000e+00,3.054e-11,5.940e-13
2.985e+02,8.517e-15,1.000e+00,3.568e-11,8.517e-15,1.000e+00,3.568e-11,6.939e-13
3.311e+02,9.950e-15,1.000e+00,4.168e-11,9.950e-15,1.000e+00,4.168e-11,8.106e-13
3.673e+02,1.162e-14,1.000e+00,4.869e-11,1.162e-14,1.000e+00,4.869e-11,9.469e-13
4.074e+02,1.358e-14,1.000e+00,5.688e-11,1.358e-14,1.000e+00,5.688e-11,1.106e-12
4.519e+02,1.586e-14,1.000e+00,6.644e-11,1.586e-14,1.000e+00,6.644e-11,1.292e-12
5.012e+02,1.853e-14,1.000e+00,7.761e-11,1.853e-14,1.000e+00,7.761e-11,1.509e-12
5.559e+02,2.164e-14,1.000e+00,9.066e-11,2.164e-14,1.000e+00,9.066e-11,1.763e-12
6.166e+02,2.528e-14,1.000e+00,1.059e-10,2.528e-14,1.000e+00,1.059e-10,2.060e-12
6.839e+02,2.953e-14,1.000e+00,1.237e-10,2.953e-14,1.000e+00,1.237e-10,2.406e-12
7.586e+02,3.450e-14,1.000e+00,1.445e-10,3.450e-14,1.000e+00,1.445e-10,2.811e-12
8.414e+02,4.030e-14,1.000e+00,1.688e-10,4.030e-14,1.000e+00,1.688e-10,3.283e-12
9.333e+02,4.708e-14,1.000e+00,1.972e-10,4.708e-14,1.000e+00,1.972e-10,3.835e-12
1.035e+03,5.499e-14,1.000e+00,2.304e-10,5.499e-14,1.000e+00,2.304e-10,4.480e-12
1.148e+03,6.424e-14,1.000e+00,2.691e-10,6.424e-14,1.000e+00,2.691e-10,5.233e-12
1.274e+03,7.504e-14,1.000e+00,3.144e-10,7.504e-14,1.000e+00,3.144e-10,6.114e-12
1.413e+03,8.766e-14,1.000e+00,3.672e-10,8.766e-14,1.000e+00,3.672e-10,7.142e-12
1.567e+03,1.024e-13,1.000e+00,4.290e-10,1.024e-13,1.000e+00,4.290e-10,8.342e-12
1.738e+03,1.196e-13,1.000e+00,5.011e-10,1.196e-13,1.000e+00,5.011e-10,9.745e-12
1.928e+03,1.397e-13,1.000e+00,5.854e-10,1.397e-13,1.000e+00,5.854e-10,1.138e-11
2.138e+03,1.632e-13,1.000e+00,6.838e-10,1.632e-13,1.000e+00,6.838e-10,1.330e-11
2.371e+03,1.907e-13,1.000e+00,7.988e-10,1.907e-13,1.000e+00,7.988e-10,1.553e-11
2.630e+03,2.227e-13,1.000e+00,9.331e-10,2.227e-13,1.000e+00,9.331e-10,1.815e-11
2.917e+03,2.602e-13,1.000e+00,1.090e-09,2.602e-13,1.000e+00,1.090e-09,2.120e-11
3.236e+03,3.040e-13,1.000e+00,1.273e-09,3.040e-13,1.000e+00,1.273e-09,2.476e-11
3.589e+03,3.551e-13,1.000e+00,1.487e-09,3.551e-13,1.000e+00,1.487e-09,2.893e-11
3.981e+03,4.148e-13,1.000e+00,1.737e-09,4.148e-13,1.000e+00,1.737e-09,3.379e-11
4.416e+03,4.845e-13,1.000e+00,2.030e-09,4.845e-13,1.000e+00,2.030e-09,3.947e-11
4.898e+03,5.660e-13,1.000e+00,2.371e-09,5.660e-13,1.000e+00,2.371e-09,4.611e-11
5.433e+03,6.612e-13,1.000e+00,2.770e-09,6.612e-13,1.000e+00,2.770e-09,5.386e-11
6.026e+03,7.723e-13,1.000e+00,3.235e-09,7.723e-13,1.000e+00,3.235e-09,6.292e-11
6.683e+03,9.022e-13,1.000e+00,3.779e-09,9.022e-13,1.000e+00,3.779e-09,7.350e-11
7.413e+03,1.054e-12,1.000e+00,4.415e-09,1.054e-12,1.000e+00,4.415e-09,8.586e-11
8.222e+03,1.231e-12,1.000e+00,5.157e-09,1.231e-12,1.000e+00,5.157e-09,1.003e-10
9.120e+03,1.438e-12,1.000e+00,6.025e-09,1.438e-12,1.000e+00,6.025e-09,1.172e-10
1.012e+04,1.680e-12,1.000e+00,7.038e-09,1.680e-12,1.000e+00,7.038e-09,1.369e-10
1.122e+04,1.962e-12,1.000e+00,8.221e-09,1.962e-12,1.000e+00,8.221e-09,1.599e-10
1.245e+04,2.292e-12,1.000e+00,9.603e-09,2.292e-12,1.000e+00,9.603e-09,1.868e-10
1.380e+04,2.678e-12,1.000e+00,1.122e-08,2.678e-12,1.000e+00,1.122e-08,2.182e-10
1.531e+04,3.128e-12,1.000e+00,1.310e-08,3.128e-12,1.000e+00,1.310e-08,2.549e-10
1.698e+04,3.654e-12,1.000e+00,1.531e-08,3.654e-12,1.000e+00,1.531e-08,2.977e-10
1.884e+04,4.269e-12,1.000e+00,1.788e-08,4.269e-12,1.000e+00,1.788e-08,3.478e-10
2.089e+04,4.987e-12,1.000e+00,2.089e-08,4.987e-12,1.000e+00,2.089e-08,4.062e-10
2.317e+04,5.825e-12,1.000e+00,2.440e-08,5.825e-12,1.000e+00,2.440e-08,4.746e-10
2.570e+04,6.805e-12,1.000e+00,2.851e-08,6.805e-12,1.000e+00,2.851e-08,5.544e-10
2.851e+04,7.949e-12,1.000e+00,3.330e-08,7.949e-12,1.000e+00,3.330e-08,6.476e-10
3.162e+04,9.286e-12,1.000e+00,3.890e-08,9.286e-12,1.000e+00,3.890e-08,7.565e-10
3.508e+04,1.085e-11,1.000e+00,4.544e-08,1.085e-11,1.000e+00,4.544e-08,8.837e-10
3.890e+04,1.267e-11,1.000e+00,5.308e-08,1.267e-11,1.000e+00,5.308e-08,1.032e-09
4.315e+04,1.480e-11,1.000e+00,6.200e-08,1.480e-11,1.000e+00,6.200e-08,1.206e-09
4.786e+04,1.729e-11,1.000e+00,7.243e-08,1.729e-11,1.000e+00,7.243e-08,1.409e-09
5.309e+04,2.020e-11,1.000e+00,8.461e-08,2.020e-11,1.000e+00,8.461e-08,1.645e-09
5.888e+04,2.359e-11,1.000e+00,9.884e-08,2.359e-11,1.000e+00,9.884e-08,1.922e-09
6.531e+04,2.756e-11,1.000e+00,1.155e-07,2.756e-11,1.000e+00,1.155e-07,2.245e-09
7.244e+04,3.220e-11,1.000e+00,1.349e-07,3.220e-11,1.000e+00,1.349e-07,2.623e-09
8.035e+04,3.761e-11,1.000e+00,1.576e-07,3.761e-11,1.000e+00,1.576e-07,3.064e-09
8.913e+04,4.393e-11,1.000e+00,1.840e-07,4.393e-11,1.000e+00,1.840e-07,3.579e-09
9.886e+04,5.132e-11,1.000e+00,2.150e-07,5.132e-11,1.000e+00,2.150e-07,4.181e-09
1.096e+05,5.995e-11,1.000e+00,2.511e-07,5.995e-11,1.000e+00,2.511e-07,4.884e-09
1.216e+05,7.003e-11,1.000e+00,2.934e-07,7.003e-11,1.000e+00,2.934e-07,5.705e-09
1.349e+05,8.181e-11,1.000e+00,3.427e-07,8.181e-11,1.000e+00,3.427e-07,6.665e-09
1.496e+05,9.557e-11,1.000e+00,4.003e-07,9.557e-11,1.000e+00,4.003e-07,7.786e-09
1.660e+05,1.116e-10,1.000e+00,4.677e-07,1.116e-10,1.000e+00,4.677e-07,9.095e-09
1.841e+05,1.304e-10,1.000e+00,5.463e-07,1.304e-10,1.000e+00,5.463e-07,1.062e-08
2.042e+05,1.523e-10,1.000e+00,6.382e-07,1.523e-10,1.000e+00,6.382e-07,1.241e-08
2.265e+05,1.780e-10,1.000e+00,7.455e-07,1.780e-10,1.000e+00,7.455e-07,1.450e-08
2.512e+05,2.079e-10,1.000e+00,8.708e-07,2.079e-10,1.000e+00,8.708e-07,1.694e-08
2.786e+05,2.428e-10,1.000e+00,1.017e-06,2.428e-10,1.000e+00,1.017e-06,1.978e-08
3.090e+05,2.837e-10,1.000e+00,1.188e-06,2.837e-10,1.000e+00,1.188e-06,2.311e-08
3.428e+05,3.314e-10,1.000e+00,1.388e-06,3.314e-10,1.000e+00,1.388e-06,2.700e-08
3.802e+05,3.871e-10,1.000e+00,1.622e-06,3.871e-10,1.000e+00,1.622e-06,3.153e-08
4.217e+05,4.522e-10,1.000e+00,1.894e-06,4.522e-10,1.000e+00,1.894e-06,3.684e-08
4.677e+05,5.282e-10,1.000e+00,2.213e-06,5.282e-10,1.000e+00,2.213e-06,4.303e-08
5.188e+05,6.170e-10,1.000e+00,2.585e-06,6.170e-10,1.000e+00,2.585e-06,5.027e-08
5.754e+05,7.208e-10,1.000e+00,3.019e-06,7.208e-10,1.000e+00,3.019e-06,5.872e-08
6.383e+05,8.420e-10,1.000e+00,3.527e-06,8.420e-10,1.000e+00,3.527e-06,6.859e-08
7.079e+05,9.836e-10,1.000e+00,4.120e-06,9.836e-10,1.000e+00,4.120e-06,8.013e-08
7.852e+05,1.149e-09,1.000e+00,4.813e-06,1.149e-09,1.000e+00,4.813e-06,9.360e-08
8.710e+05,1.342e-09,1.000e+00,5.622e-06,1.342e-09,1.000e+00,5.622e-06,1.093e-07
9.661e+05,1.568e-09,1.000e+00,6.568e-06,1.568e-09,1.000e+00,6.568e-06,1.277e-07
1.072e+06,1.832e-09,1.000e+00,7.672e-06,1.832e-09,1.000e+00,7.672e-06,1.492e-07
1.189e+06,2.139e-09,1.000e+00,8.962e-06,2.139e-09,1.000e+00,8.962e-06,1.743e-07
1.318e+06,2.499e-09,1.000e+00,1.047e-05,2.499e-09,1.000e+00,1.047e-05,2.036e-07
1.462e+06,2.919e-09,1.000e+00,1.223e-05,2.919e-09,1.000e+00,1.223e-05,2.378e-07
1.622e+06,3.410e-09,1.000e+00,1.429e-05,3.410e-09,1.000e+00,1.429e-05,2.778e-07
1.799e+06,3.984e-09,1.000e+00,1.669e-05,3.984e-09,1.000e+00,1.669e-05,3.246e-07
1.995e+06,4.654e-09,1.000e+00,1.949e-05,4.654e-09,1.000e+00,1.949e-05,3.791e-07
2.213e+06,5.436e-09,1.000e+00,2.277e-05,5.436e-09,1.000e+00,2.277e-05,4.429e-07
2.455e+06,6.351e-09,1.000e+00,2.660e-05,6.351e-09,1.000e+00,2.660e-05,5.174e-07
2.723e+06,7.418e-09,1.000e+00,3.108e-05,7.418e-09,1.000e+00,3.108e-05,6.044e-07
3.020e+06,8.666e-09,1.000e+00,3.630e-05,8.666e-09,1.000e+00,3.630e-05,7.060e-07
3.350e+06,1.012e-08,1.000e+00,4.241e-05,1.012e-08,1.000e+00,4.241e-05,8.247e-07
3.715e+06,1.183e-08,1.000e+00,4.954e-05,1.183e-08,1.000e+00,4.954e-05,9.634e-07
4.121e+06,1.381e-08,1.000e+00,5.787e-05,1.381e-08,1.000e+00,5.787e-05,1.125e-06
4.571e+06,1.614e-08,1.000e+00,6.760e-05,1.614e-08,1.000e+00,6.760e-05,1.315e-06
5.070e+06,1.885e-08,1.000e+00,7.896e-05,1.885e-08,1.000e+00,7.896e-05,1.536e-06
5.623e+06,2.202e-08,1.000e+00,9.224e-05,2.202e-08,1.000e+00,9.224e-05,1.794e-06
6.237e+06,2.572e-08,1.000e+00,1.078e-04,2.572e-08,1.000e+00,1.078e-04,2.096e-06
6.918e+06,3.005e-08,1.000e+00,1.259e-04,3.005e-08,1.000e+00,1.259e-04,2.448e-06
7.674e+06,3.510e-08,1.000e+00,1.470e-04,3.510e-08,1.000e+00,1.470e-04,2.860e-06
8.511e+06,4.100e-08,1.000e+00,1.718e-04,4.100e-08,1.000e+00,1.718e-04,3.340e-06
9.441e+06,4.790e-08,1.000e+00,2.006e-04,4.790e-08,1.000e+00,2.006e-04,3.902e-06
1.047e+07,5.595e-08,1.000e+00,2.344e-04,5.595e-08,1.000e+00,2.344e-04,4.558e-06
1.161e+07,6.536e-08,1.000e+00,2.738e-04,6.536e-08,1.000e+00,2.738e-04,5.325e-06
1.288e+07,7.635e-08,1.000e+00,3.198e-04,7.635e-08,1.000e+00,3.198e-04,6.220e-06
1.429e+07,8.918e-08,9.999e-01,3.736e-04,8.919e-08,1.000e+00,3.736e-04,7.266e-06
1.585e+07,1.041e-07,9.996e-01,4.363e-04,1.042e-07,1.000e+00,4.364e-04,8.488e-06
1.758e+07,1.216e-07,9.990e-01,5.093e-04,1.217e-07,1.000e+00,5.098e-04,9.915e-06
1.950e+07,1.418e-07,9.977e-01,5.942e-04,1.422e-07,1.000e+00,5.956e-04,1.158e-05
2.163e+07,1.653e-07,9.952e-01,6.923e-04,1.661e-07,1.000e+00,6.957e-04,1.353e-05
2.399e+07,1.922e-07,9.908e-01,8.052e-04,1.940e-07,1.000e+00,8.127e-04,1.580e-05
2.661e+07,2.230e-07,9.835e-01,9.337e-04,2.266e-07,1.000e+00,9.493e-04,1.846e-05
2.951e+07,2.576e-07,9.726e-01,1.079e-03,2.647e-07,1.000e+00,1.109e-03,2.157e-05
3.273e+07,2.962e-07,9.569e-01,1.240e-03,3.092e-07,1.000e+00,1.295e-03,2.519e-05
3.631e+07,3.385e-07,9.357e-01,1.416e-03,3.613e-07,1.000e+00,1.513e-03,2.943e-05
4.027e+07,3.841e-07,9.085e-01,1.606e-03,3.795e-07,8.974e-01,1.586e-03,3.438e-05
4.467e+07,4.326e-07,8.753e-01,1.807e-03,4.163e-07,8.416e-01,1.738e-03,4.016e-05
4.955e+07,4.833e-07,8.361e-01,2.017e-03,4.568e-07,7.892e-01,1.904e-03,4.691e-05
5.495e+07,5.353e-07,7.918e-01,2.231e-03,5.012e-07,7.401e-01,2.085e-03,5.480e-05
6.095e+07,5.878e-07,7.432e-01,2.446e-03,5.500e-07,6.940e-01,2.285e-03,6.401e-05
6.761e+07,6.401e-07,6.914e-01,2.659e-03,6.036e-07,6.509e-01,2.503e-03,7.478e-05
7.499e+07,6.914e-07,6.378e-01,2.865e-03,6.624e-07,6.104e-01,2.742e-03,8.734e-05
8.318e+07,7.410e-07,5.836e-01,3.062e-03,7.272e-07,5.724e-01,3.003e-03,1.020e-04
9.226e+07,7.885e-07,5.299e-01,3.248e-03,7.983e-07,5.368e-01,3.290e-03,1.191e-04
1.023e+08,8.335e-07,4.777e-01,3.421e-03,8.765e-07,5.034e-01,3.604e-03,1.389e-04
1.135e+08,8.759e-07,4.279e-01,3.579e-03,9.912e-07,4.867e-01,4.071e-03,1.619e-04
1.259e+08,9.155e-07,3.809e-01,3.721e-03,9.974e-07,4.167e-01,4.071e-03,1.883e-04
1.396e+08,9.524e-07,3.372e-01,3.849e-03,1.005e-06,3.567e-01,4.071e-03,2.186e-04
1.549e+08,9.868e-07,2.971e-01,3.961e-03,1.013e-06,3.053e-01,4.071e-03,2.531e-04
1.718e+08,1.019e-06,2.606e-01,4.059e-03,1.022e-06,2.614e-01,4.071e-03,2.919e-04
1.905e+08,1.049e-06,2.277e-01,4.143e-03,1.032e-06,2.238e-01,4.071e-03,3.352e-04
2.113e+08,1.077e-06,1.983e-01,4.215e-03,1.043e-06,1.916e-01,4.071e-03,3.830e-04
2.344e+08,1.103e-06,1.722e-01,4.275e-03,1.055e-06,1.640e-01,4.071e-03,4.353e-04
2.600e+08,1.128e-06,1.491e-01,4.325e-03,1.069e-06,1.404e-01,4.071e-03,4.920e-04
2.884e+08,1.152e-06,1.289e-01,4.366e-03,1.083e-06,1.202e-01,4.071e-03,5.528e-04
3.199e+08,1.175e-06,1.112e-01,4.399e-03,1.098e-06,1.029e-01,4.071e-03,6.175e-04
3.548e+08,1.197e-06,9.573e-02,4.426e-03,1.114e-06,8.806e-02,4.071e-03,6.858e-04
3.936e+08,1.219e-06,8.233e-02,4.446e-03,1.131e-06,7.539e-02,4.071e-03,7.575e-04
4.365e+08,1.240e-06,7.073e-02,4.462e-03,1.148e-06,6.453e-02,4.071e-03,8.323e-04
4.842e+08,1.261e-06,6.070e-02,4.473e-03,1.166e-06,5.524e-02,4.071e-03,9.099e-04
5.370e+08,1.281e-06,5.206e-02,4.481e-03,1.185e-06,4.729e-02,4.071e-03,9.904e-04
5.957e+08,1.302e-06,4.461e-02,4.486e-03,1.205e-06,4.048e-02,4.071e-03,1.073e-03
6.607e+08,1.323e-06,3.821e-02,4.489e-03,1.225e-06,3.466e-02,4.071e-03,1.159e-03
7.328e+08,1.343e-06,3.272e-02,4.490e-03,1.245e-06,2.967e-02,4.071e-03,1.247e-03
8.128e+08,1.364e-06,2.800e-02,4.489e-03,1.267e-06,2.540e-02,4.071e-03,1.338e-03
9.016e+08,1.386e-06,2.396e-02,4.486e-03,1.289e-06,2.174e-02,4.071e-03,1.432e-03
1.000e+09,1.408e-06,2.049e-02,4.482e-03,1.311e-06,1.861e-02,4.071e-03,1.529e-03
