# Cooling curves for integrated and approximate forms of dust cooling, grain size, a = 5.000e-03
T,Lambda_int,h_e_int,H_el_int,Lambda_approx,h_e_approx,H_el_approx,Hcoll
9.120e+03,1.438e-16,1.000e+00,6.025e-13,1.438e-16,1.000e+00,6.025e-13,1.172e-14
1.012e+04,1.680e-16,1.000e+00,7.038e-13,1.680e-16,1.000e+00,7.038e-13,1.369e-14
1.122e+04,1.962e-16,1.000e+00,8.221e-13,1.962e-16,1.000e+00,8.221e-13,1.599e-14
1.245e+04,2.292e-16,1.000e+00,9.603e-13,2.292e-16,1.000e+00,9.603e-13,1.868e-14
1.380e+04,2.678e-16,1.000e+00,1.122e-12,2.678e-16,1.000e+00,1.122e-12,2.182e-14
1.531e+04,3.128e-16,1.000e+00,1.310e-12,3.128e-16,1.000e+00,1.310e-12,2.549e-14
1.698e+04,3.654e-16,1.000e+00,1.531e-12,3.654e-16,1.000e+00,1.531e-12,2.977e-14
1.884e+04,4.269e-16,1.000e+00,1.788e-12,4.269e-16,1.000e+00,1.788e-12,3.478e-14
2.089e+04,4.987e-16,1.000e+00,2.089e-12,4.987e-16,1.000e+00,2.089e-12,4.062e-14
2.317e+04,5.825e-16,1.000e+00,2.440e-12,5.825e-16,1.000e+00,2.440e-12,4.746e-14
2.570e+04,6.805e-16,1.000e+00,2.851e-12,6.805e-16,1.000e+00,2.851e-12,5.544e-14
2.851e+04,7.949e-16,1.000e+00,3.330e-12,7.949e-16,1.000e+00,3.330e-12,6.476e-14
3.162e+04,9.286e-16,1.000e+00,3.890e-12,9.286e-16,1.000e+00,3.890e-12,7.565e-14
3.508e+04,1.085e-15,1.000e+00,4.544e-12,1.085e-15,1.000e+00,4.544e-12,8.837e-14
3.890e+04,1.267e-15,1.000e+00,5.308e-12,1.267e-15,1.000e+00,5.308e-12,1.032e-13
4.315e+04,1.480e-15,1.000e+00,6.200e-12,1.480e-15,1.000e+00,6.200e-12,1.206e-13
4.786e+04,1.729e-15,1.000e+00,7.243e-12,1.729e-15,1.000e+00,7.243e-12,1.409e-13
5.309e+04,2.020e-15,1.000e+00,8.461e-12,2.020e-15,1.000e+00,8.461e-12,1.645e-13
5.888e+04,2.359e-15,1.000e+00,9.884e-12,2.359e-15,1.000e+00,9.884e-12,1.922e-13
6.531e+04,2.756e-15,1.000e+00,1.155e-11,2.756e-15,1.000e+00,1.155e-11,2.245e-13
7.244e+04,3.220e-15,1.000e+00,1.349e-11,3.220e-15,1.000e+00,1.349e-11,2.623e-13
8.035e+04,3.761e-15,1.000e+00,1.576e-11,3.761e-15,1.000e+00,1.576e-11,3.064e-13
8.913e+04,4.393e-15,1.000e+00,1.840e-11,4.393e-15,1.000e+00,1.840e-11,3.579e-13
9.886e+04,5.132e-15,1.000e+00,2.150e-11,5.132e-15,1.000e+00,2.150e-11,4.181e-13
1.096e+05,5.995e-15,1.000e+00,2.511e-11,5.995e-15,1.000e+00,2.511e-11,4.884e-13
1.216e+05,7.003e-15,1.000e+00,2.934e-11,7.003e-15,1.000e+00,2.934e-11,5.705e-13
1.349e+05,8.181e-15,1.000e+00,3.427e-11,8.181e-15,1.000e+00,3.427e-11,6.665e-13
1.496e+05,9.557e-15,1.000e+00,4.003e-11,9.557e-15,1.000e+00,4.003e-11,7.786e-13
1.660e+05,1.116e-14,1.000e+00,4.677e-11,1.116e-14,1.000e+00,4.677e-11,9.095e-13
1.841e+05,1.304e-14,1.000e+00,5.463e-11,1.304e-14,1.000e+00,5.463e-11,1.062e-12
2.042e+05,1.523e-14,1.000e+00,6.382e-11,1.523e-14,1.000e+00,6.382e-11,1.241e-12
2.265e+05,1.780e-14,1.000e+00,7.455e-11,1.780e-14,1.000e+00,7.455e-11,1.450e-12
2.512e+05,2.079e-14,1.000e+00,8.708e-11,2.079e-14,1.000e+00,8.708e-11,1.694e-12
2.786e+05,2.428e-14,1.000e+00,1.017e-10,2.428e-14,1.000e+00,1.017e-10,1.978e-12
3.090e+05,2.837e-14,1.000e+00,1.188e-10,2.837e-14,1.000e+00,1.188e-10,2.311e-12
3.428e+05,3.314e-14,1.000e+00,1.388e-10,3.314e-14,1.000e+00,1.388e-10,2.700e-12
3.802e+05,3.871e-14,1.000e+00,1.622e-10,3.871e-14,1.000e+00,1.622e-10,3.153e-12
4.217e+05,4.522e-14,1.000e+00,1.894e-10,4.522e-14,1.000e+00,1.894e-10,3.684e-12
4.677e+05,5.282e-14,1.000e+00,2.213e-10,5.282e-14,1.000e+00,2.213e-10,4.303e-12
5.188e+05,6.170e-14,1.000e+00,2.585e-10,6.170e-14,1.000e+00,2.585e-10,5.027e-12
5.754e+05,7.208e-14,1.000e+00,3.019e-10,7.208e-14,1.000e+00,3.019e-10,5.872e-12
6.383e+05,8.419e-14,9.999e-01,3.527e-10,8.420e-14,1.000e+00,3.527e-10,6.859e-12
7.079e+05,9.833e-14,9.997e-01,4.119e-10,9.836e-14,1.000e+00,4.120e-10,8.012e-12
7.852e+05,1.148e-13,9.993e-01,4.810e-10,1.149e-13,1.000e+00,4.813e-10,9.357e-12
8.710e+05,1.340e-13,9.983e-01,5.613e-10,1.342e-13,1.000e+00,5.622e-10,1.093e-11
9.661e+05,1.562e-13,9.963e-01,6.543e-10,1.568e-13,1.000e+00,6.568e-10,1.275e-11
1.072e+06,1.818e-13,9.927e-01,7.616e-10,1.831e-13,1.000e+00,7.672e-10,1.487e-11
1.189e+06,2.111e-13,9.866e-01,8.842e-10,2.139e-13,1.000e+00,8.962e-10,1.732e-11
1.318e+06,2.443e-13,9.771e-01,1.023e-09,2.499e-13,1.000e+00,1.047e-09,2.013e-11
1.462e+06,2.813e-13,9.633e-01,1.178e-09,2.918e-13,1.000e+00,1.223e-09,2.334e-11
1.622e+06,3.222e-13,9.442e-01,1.349e-09,3.409e-13,1.000e+00,1.429e-09,2.698e-11
1.799e+06,3.665e-13,9.193e-01,1.534e-09,3.664e-13,9.190e-01,1.534e-09,3.106e-11
1.995e+06,4.138e-13,8.883e-01,1.732e-09,4.018e-13,8.618e-01,1.680e-09,3.559e-11
2.213e+06,4.634e-13,8.513e-01,1.939e-09,4.405e-13,8.082e-01,1.841e-09,4.057e-11
2.455e+06,5.146e-13,8.087e-01,2.151e-09,4.829e-13,7.579e-01,2.016e-09,4.600e-11
2.723e+06,5.663e-13,7.616e-01,2.367e-09,5.293e-13,7.108e-01,2.209e-09,5.185e-11
3.020e+06,6.179e-13,7.109e-01,2.581e-09,5.802e-13,6.665e-01,2.420e-09,5.811e-11
3.350e+06,6.684e-13,6.578e-01,2.790e-09,6.358e-13,6.251e-01,2.651e-09,6.474e-11
3.715e+06,7.171e-13,6.037e-01,2.991e-09,6.967e-13,5.862e-01,2.904e-09,7.173e-11
4.121e+06,7.634e-13,5.497e-01,3.181e-09,7.633e-13,5.497e-01,3.181e-09,7.903e-11
4.571e+06,8.067e-13,4.968e-01,3.358e-09,8.362e-13,5.155e-01,3.485e-09,8.664e-11
5.070e+06,8.468e-13,4.460e-01,3.522e-09,9.160e-13,4.834e-01,3.817e-09,9.453e-11
5.623e+06,8.835e-13,3.979e-01,3.670e-09,9.774e-13,4.414e-01,4.071e-09,1.027e-10
6.237e+06,9.166e-13,3.530e-01,3.803e-09,9.793e-13,3.778e-01,4.071e-09,1.111e-10
6.918e+06,9.462e-13,3.115e-01,3.921e-09,9.814e-13,3.234e-01,4.071e-09,1.198e-10
7.674e+06,9.724e-13,2.737e-01,4.024e-09,9.835e-13,2.769e-01,4.071e-09,1.287e-10
8.511e+06,9.955e-13,2.395e-01,4.113e-09,9.856e-13,2.370e-01,4.071e-09,1.380e-10
9.441e+06,1.016e-12,2.088e-01,4.189e-09,9.878e-13,2.029e-01,4.071e-09,1.475e-10
1.047e+07,1.033e-12,1.815e-01,4.254e-09,9.901e-13,1.737e-01,4.071e-09,1.573e-10
1.161e+07,1.048e-12,1.573e-01,4.308e-09,9.925e-13,1.487e-01,4.071e-09,1.674e-10
1.288e+07,1.061e-12,1.361e-01,4.352e-09,9.950e-13,1.273e-01,4.071e-09,1.779e-10
1.429e+07,1.072e-12,1.174e-01,4.388e-09,9.975e-13,1.090e-01,4.071e-09,1.888e-10
1.585e+07,1.081e-12,1.012e-01,4.417e-09,1.000e-12,9.328e-02,4.071e-09,2.002e-10
1.758e+07,1.089e-12,8.708e-02,4.439e-09,1.003e-12,7.985e-02,4.071e-09,2.120e-10
1.950e+07,1.096e-12,7.483e-02,4.457e-09,1.006e-12,6.836e-02,4.071e-09,2.242e-10
2.163e+07,1.102e-12,6.425e-02,4.470e-09,1.009e-12,5.852e-02,4.071e-09,2.371e-10
2.399e+07,1.107e-12,5.511e-02,4.479e-09,1.012e-12,5.009e-02,4.071e-09,2.504e-10
2.661e+07,1.112e-12,4.724e-02,4.485e-09,1.015e-12,4.288e-02,4.071e-09,2.645e-10
2.951e+07,1.116e-12,4.047e-02,4.488e-09,1.019e-12,3.671e-02,4.071e-09,2.791e-10
3.273e+07,1.120e-12,3.466e-02,4.490e-09,1.022e-12,3.143e-02,4.071e-09,2.945e-10
3.631e+07,1.124e-12,2.966e-02,4.489e-09,1.026e-12,2.690e-02,4.071e-09,3.106e-10
4.027e+07,1.127e-12,2.538e-02,4.487e-09,1.030e-12,2.303e-02,4.071e-09,3.275e-10
4.467e+07,1.131e-12,2.171e-02,4.484e-09,1.034e-12,1.971e-02,4.071e-09,3.453e-10
4.955e+07,1.134e-12,1.857e-02,4.480e-09,1.039e-12,1.688e-02,4.071e-09,3.639e-10
5.495e+07,1.138e-12,1.588e-02,4.474e-09,1.043e-12,1.445e-02,4.071e-09,3.836e-10
6.095e+07,1.141e-12,1.357e-02,4.468e-09,1.048e-12,1.237e-02,4.071e-09,4.042e-10
6.761e+07,1.144e-12,1.160e-02,4.461e-09,1.053e-12,1.059e-02,4.071e-09,4.259e-10
7.499e+07,1.148e-12,9.913e-03,4.453e-09,1.058e-12,9.063e-03,4.071e-09,4.487e-10
8.318e+07,1.151e-12,8.469e-03,4.444e-09,1.064e-12,7.759e-03,4.071e-09,4.727e-10
9.226e+07,1.155e-12,7.233e-03,4.434e-09,1.070e-12,6.642e-03,4.071e-09,4.979e-10
1.023e+08,1.158e-12,6.176e-03,4.422e-09,1.076e-12,5.686e-03,4.071e-09,5.245e-10
1.135e+08,1.162e-12,5.272e-03,4.409e-09,1.083e-12,4.867e-03,4.071e-09,5.525e-10
1.259e+08,1.165e-12,4.498e-03,4.395e-09,1.090e-12,4.167e-03,4.071e-09,5.820e-10
1.396e+08,1.169e-12,3.836e-03,4.379e-09,1.097e-12,3.567e-03,4.071e-09,6.130e-10
1.549e+08,1.172e-12,3.270e-03,4.360e-09,1.104e-12,3.053e-03,4.071e-09,6.456e-10
1.718e+08,1.175e-12,2.786e-03,4.338e-09,1.113e-12,2.614e-03,4.071e-09,6.800e-10
1.905e+08,1.178e-12,2.371e-03,4.314e-09,1.121e-12,2.238e-03,4.071e-09,7.162e-10
2.113e+08,1.180e-12,2.016e-03,4.286e-09,1.130e-12,1.916e-03,4.071e-09,7.543e-10
2.344e+08,1.182e-12,1.713e-03,4.253e-09,1.139e-12,1.640e-03,4.071e-09,7.945e-10
2.600e+08,1.183e-12,1.453e-03,4.215e-09,1.149e-12,1.404e-03,4.071e-09,8.367e-10
2.884e+08,1.183e-12,1.231e-03,4.171e-09,1.160e-12,1.202e-03,4.071e-09,8.813e-10
3.199e+08,1.182e-12,1.041e-03,4.120e-09,1.171e-12,1.029e-03,4.071e-09,9.281e-10
3.548e+08,1.180e-12,8.783e-04,4.060e-09,1.182e-12,8.806e-04,4.071e-09,9.775e-10
3.936e+08,1.176e-12,7.391e-04,3.991e-09,1.194e-12,7.539e-04,4.071e-09,1.030e-09
4.365e+08,1.170e-12,6.199e-04,3.911e-09,1.207e-12,6.453e-04,4.071e-09,1.084e-09
4.842e+08,1.161e-12,5.179e-04,3.817e-09,1.221e-12,5.524e-04,4.071e-09,1.142e-09
5.370e+08,1.150e-12,4.306e-04,3.707e-09,1.235e-12,4.729e-04,4.071e-09,1.203e-09
5.957e+08,1.135e-12,3.559e-04,3.579e-09,1.250e-12,4.048e-04,4.071e-09,1.267e-09
6.607e+08,1.115e-12,2.920e-04,3.430e-09,1.266e-12,3.466e-04,4.071e-09,1.334e-09
7.328e+08,1.091e-12,2.372e-04,3.255e-09,1.282e-12,2.967e-04,4.071e-09,1.405e-09
8.128e+08,1.061e-12,1.904e-04,3.052e-09,1.300e-12,2.540e-04,4.071e-09,1.480e-09
9.016e+08,1.024e-12,1.503e-04,2.814e-09,1.318e-12,2.174e-04,4.071e-09,1.558e-09
1.000e+09,9.782e-13,1.159e-04,2.536e-09,1.338e-12,1.861e-04,4.071e-09,1.641e-09
