  0.10 2.945e+12 2.179e-03
  0.15 1.806e+12 5.079e-03
  0.20 1.142e+12 8.420e-03
  0.25 7.265e+11 1.237e-02
  0.30 4.480e+11 1.679e-02
  0.31 4.048e+11 1.874e-02
  0.32 3.562e+11 1.849e-02
  0.33 3.158e+11 2.088e-02
  0.34 2.797e+11 2.214e-02
  0.35 2.420e+11 2.195e-02
  0.36 2.011e+11 2.484e-02
  0.37 1.804e+11 2.406e-02
  0.38 1.595e+11 2.372e-02
  0.39 1.530e+11 2.528e-02
  0.40 1.467e+11 2.697e-02
  0.45 1.190e+11 3.789e-02
  0.50 9.544e+10 5.309e-02
  0.55 7.501e+10 7.557e-02
  0.60 5.920e+10 1.069e-01
  0.65 4.540e+10 1.551e-01
  0.70 3.546e+10 2.152e-01
  0.75 2.801e+10 2.933e-01
  0.80 2.235e+10 3.951e-01
  0.85 1.800e+10 5.264e-01
  0.90 1.463e+10 6.801e-01
  0.92 1.349e+10 7.488e-01
  0.94 1.247e+10 8.321e-01
  0.96 1.153e+10 9.136e-01
  0.98 1.067e+10 9.960e-01
  1.00 9.880e+09 1.099e+00
  1.02 9.159e+09 1.203e+00
  1.04 8.517e+09 1.299e+00
  1.06 7.914e+09 1.413e+00
  1.08 7.363e+09 1.547e+00
  1.10 6.854e+09 1.684e+00
  1.12 6.390e+09 1.851e+00
  1.14 5.977e+09 1.997e+00
  1.16 5.665e+09 2.173e+00
  1.18 5.343e+09 2.361e+00
  1.20 5.023e+09 2.568e+00
  1.22 4.733e+09 2.817e+00
  1.24 4.460e+09 3.035e+00
  1.26 4.224e+09 3.298e+00
  1.28 4.001e+09 3.562e+00
  1.30 3.770e+09 3.817e+00
  1.32 3.580e+09 4.089e+00
  1.34 3.397e+09 4.365e+00
  1.36 3.224e+09 4.639e+00
  1.38 3.079e+09 4.933e+00
  1.40 2.946e+09 5.251e+00
  1.42 2.822e+09 5.580e+00
  1.44 2.707e+09 5.900e+00
  1.46 2.596e+09 6.237e+00
  1.48 2.493e+09 6.592e+00
  1.50 2.401e+09 6.975e+00
  1.52 2.305e+09 7.373e+00
